"","LibID","Library","Year","Upper.Tier.Code","Legal.Name","New.Legal.Name","Mailing.Address","Postal.Code","City","Street.Address","Library.Web.Site.Address","Library.Service.Type","Population..Resident.","Households..Resident.","Population..Contracting.","Households..Contracting.","Date.year.starts","Date.year.ends","Ontario.Library.Service..OLS..Region","X..of.Active.Library.Cardholders","Net.Balance.brought.forward.amount","Net.Balance.brought.forward.type","Provincial.Operating.Funding","Local.Operating.Grant","Contract.Revenue","Project.Grants","Donations","Self.generated.Revenue","Debt.Services.and.Reserve.Fund.Revenues","Other.operating.revenue","Total.Operating.Revenues","Provincial.capital.revenues","Federal.capital.revenues","Local.capital.revenues","Other.capital.revenues","Total.Capital.Revenues","General.materials.expenditure","Electronic.materials.expenditure","Staffing.expenditure","Staff.Training.expenditure","Facilities.Utilities","Telephone.and.Fax","Dedicated.Internet.Connectivity.Costs","Computer.Services","Debt.Charges.and.Transfers.to.Reserve.Funds","Funds.returned.to.government.sources","Contract.payment.made.to.library.boards.for.library.services","Other.expenditures","Total.Operating.Expenditures","Total.Capital.Expenditures","Titles.Held..Reference..English.Language.","Titles.Held..Reference..French.Language.","Titles.Held..Reference..Other.Language.","Volumes.Held..Reference..English.Language.","Volumes.Held..Reference..French.Language.","Volumes.Held..Reference..Other.Language.","X..of.Databases..Reference..English.Language.","X..of.Databases..Reference..French.Language.","X..of.Databases..Reference..Other.Language.","X..of.CD.ROM.Titles..Reference..English.Language.","X..of.CD.ROM.Titles..Reference..French.Language.","X..of.CD.ROM.Titles..Reference..Other.Language.","X..of.copies.of.CD.ROM..Reference..English.Language.","X..of.copies.of.CD.ROM..Reference..French.Language.","X..of.copies.of.CD.ROM..Reference..Other.Language.","Titles.Held..Circulating..English.Language.","Titles.Held..Circulating..French.Language.","Titles.Held..Circulating..Other.Language.","Volumes.Held..Circulating..English.Language.","Volumes.Held..Circulating..French.Language.","Volumes.Held..Circulating..Other.Language.","X..of.CD.ROM.Titles..Circulating..English.Language.","X..of.CD.ROM.Titles..Circulating..French.Language.","X..of.CD.ROM.Titles..Circulating..Other.Language.","X..of.copies.of.CD.ROMs..Circulating..English.Language.","X..of.copies.of.CD.ROMs..Circulating..French.Language.","X..of.copies.of.CD.ROMs..Circulating..Other.Language.","Titles.Held..Periodicals..English.Language.","Titles.Held..Periodicals..French.Language.","Titles.Held..Periodicals..Other.Language.","X..of.Database.Subscriptions..Periodicals..English.Language.","X..of.Database.Subscriptions..Periodicals..French.Language.","X..of.Database.Subscriptions..Periodicals..Other.Language.","X..of.CD.ROM.Titles..Periodicals..English.Language.","X..of.CD.ROMs.Titles..Periodicals..French.Language.","X..of.CD.ROM.Titles..Periodicals..Other.Language.","X..of.copies.of.CD.ROMs..Periodicals..English.Language.","X..of.copies.of.CD.ROMs..Periodicals..French.Language.","X..of.copies.of.CD.ROMs..Periodicals..Other.Language.","X..of.individual.electronic.periodical.titles..English.Language.","X..of.individual.electronic.periodical.titles..French.Language.","X..of.individual.electronic.periodical.titles..Other.Language.","X..of.hours.per.week.in.an.FTE","Librarians..Full.Time....of.people.","Library.Technicians..Full.Time....of.people.","EXCEL.Graduates..Full.Time....of.people.","Other.staff..Full.Time....of.people.","Volunteers..Full.Time....of.people.","Librarians..Part.Time....of.people.","Librarians..Part.Time..Hours.worked.","Library.Technicians..Part.Time....of.people.","Library.Technicians..Part.Time..Hours.worked.","EXCEL.Graduates..Part.Time....of.people.","EXCEL.Graduates..Part.Time..Hours.worked.","Other.staff..Part.Time....of.people.","Other.staff..Part.Time..Hours.worked.","Volunteers..Part.Time....of.people.","Volunteers..Part.Time..Hours.worked.","X..of.Public.access.workstations","Workstations.with.internet.access","Workstations.with.OPAC.access","Workstations.with.CD.ROM.access","Automated.catalogue.available","Name.of.Automated.Catalogue.System","Does.your.library.provide.wireless.Internet.connection","X..of.Main.Libraries","Main.Library..total.hours.open.per.week","X..of.Branches.open...12.hours.per.week","Branches.open...12.hours.per.week..total.hours.open.per.week","X..of.Branches.open..12.hours.per.week","Branches.open..12.hours.per.week..total.hours.open.per.week","X..of.Bookmobile.stops","Bookmobile.hours.per.week","X..of.Deposit.Stations","Deposit.Station.hours.per.week","X..of.Bookmobiles","Total.Annual.Direct.Circulation","X..of.programs.held.annually","Annual.program.attendance","X..of.items.borrowed","X..of.items.lent","X..of.requests.made.to.other.libraries","X..of.requests.received.from.other.libraries","Typical.Week..Direct.circulation","Typical.Week..Materials.use.in.library","Typical.Week....of.people.using.library.workstations","Typical.Week....of.times.electronic.databases.accessed","No.of.people.using.public.library.wireless.connection","Typical.Week....of.standard.reference.transactions","Typical.Week....of.electronic.reference.transactions","Typical.Week....of.library.visits.made.in.person","Typical.Week....of.electronic.library.visits"
"11",14,"Arnprior",2010,69,"Arnprior","Town of Arnprior","21 Madawaska Street","K7S1R6","Arnprior","","http://www.arnprior.library.on.ca/","Public or Union Library",7846,3840,5416,2303,"01/01/2010","12/31/2010","SOLS",6201,17357,"Surplus",14263,262063,35350,14344,13270,33467,0,0,372757,0,0,0,100000,100000,44561,0,257229,2207,43283,2673,1123,7301,25445,0,0,0,383822,49620,75,0,0,75,0,0,32,0,0,0,0,0,0,0,0,51712,0,0,58000,0,0,1578,0,0,1578,0,0,61,3,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,0,0,0,2,0,0,0,2,51,0,0,6,95,3,1,13,7,4,0,"Yes","Insignia",1,1,47,0,0,0,0,0,0,0,0,0,"124999",388,6858,706,1452,767,2572,2650,115,195,14,69,630,20,1829,228
"12",16,"Asphodel-Norwood Twp",2010,66,"Asphodel-Norwood Twp","Township of Asphodel-Norwood","P.O. Box 100","K0L2V0","Norwood","2363 County Road 45","www.anpl.org","Public or Union Library",4125,2077,0,0,"04/01/2010","03/31/2011","SOLS",1177,8440,"Surplus",8593,93340,0,24480,750,2861,11944,0,141968,0,0,0,0,0,14449,426,71001,1040,30695,1963,386,10674,0,0,0,7633,138267,0,83,0,0,83,0,0,32,0,0,0,0,0,0,0,0,21121,0,0,21121,0,0,274,0,0,274,0,0,314,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,32.5,0,0,0,0,0,0,0,0,0,0,0,7,112,3,6,11,8,9,8,"Yes","Mandarin M3",1,2,33,2,33,0,0,0,0,0,0,0,"8263",76,534,617,340,319,298,177,20,51,13,5,4,1,228,10
"13",17,"Assiginack Twp",2010,83,"Assiginack Twp","","Box 280 Manitowaning","P0P1N0","Manitoulin Island","25A Spragge St., Manitowaning","www.assiginacklibrary.org","Public or Union Library",915,390,0,0,"01/01/2010","12/31/2010","OLS-N",815,410,"Surplus",3483,27500,0,6960,300,0,0,922,39165,0,0,0,0,0,7106,0,24463,912,2159,923,76,1200,0,0,2586,0,39425,0,315,0,0,409,0,0,0,0,0,0,0,0,0,0,0,11923,0,0,11923,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,0,0,1,4,4,4,0,2,"No","",1,1,19,0,0,0,0,0,0,0,0,0,"22747",4,393,154,0,154,0,512,358,31,0,13,139,0,43,0
"14",18,"Athens Twp.",2010,56,"Athens Twp.","","P.O. Box 309","K0E1B0","Athens","5 Central Street, Athens","WWW.athenslibrary.ca","Public or Union Library",2809,1314,0,0,"01/01/2010","12/31/2010","SOLS",431,877,"Surplus",6830,15100,0,6680,0,625,0,725,29960,0,0,0,0,0,6874,0,14643,86,7073,969,1101,3268,0,0,0,1829,35843,0,38,0,0,222,0,0,32,0,0,0,0,0,0,0,0,8859,49,0,9081,49,0,366,0,0,366,0,0,11,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,0,0,0,0,0,0,0,0,0,2,19,0,0,2,2,5,5,1,4,"Yes","Stacks",1,1,14,0,0,0,0,0,0,0,0,0,"6884",7,120,317,0,332,0,157,75,13,0,4,39,6,89,0
"15",11,"Atikokan Twp",2010,87,"Atikokan Twp","","214 Skyes St.","P0T1C0","Atikokan","214 Sykes St.","www.aplibrary.org","Public or Union Library",3172,1642,0,0,"01/01/2010","12/31/2010","OLS-N",1056,6479,"Surplus",10452,180250,0,15932,3414,4676,0,509,215233,20700,0,0,0,20700,25079,4402,133169,4193,20061,2529,0,9441,0,0,0,8702,207576,20700,856,0,0,871,0,0,32,0,0,43,0,0,43,0,0,31704,197,0,31733,197,0,1168,0,0,1168,0,0,497,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,1,0,0,0,0,0,0,1,1,0,0,4,10,8,2,8,6,8,6,"Yes","Symphony 3.4",1,1,35.5,0,0,0,0,0,0,0,0,0,"21145",206,2093,135,532,156,765,323,76,79,14,13,23,3,256,75
"16",10,"Augusta Twp",2010,56,"Augusta Twp","","R.R. #2","K6V5T2","Brockville","4500 County Road 15","augustalibrary.com","Public or Union Library",7510,2996,0,0,"01/01/2010","12/31/2010","SOLS",1064,-32746,"Deficit",13297,82369,0,13110,850,5008,156,1049,115839,0,0,0,0,0,15162,932,55983,0,30256,742,630,1718,123,0,0,9154,114700,309,290,0,0,364,0,0,32,0,0,0,0,0,0,0,0,20268,223,0,20268,223,0,514,0,0,514,0,0,23,0,0,29,0,0,0,0,0,0,0,0,18462,23,0,35,0,0,0,0,0,0,0,0,0,2,40,0,0,11,20,9,6,7,6,"Yes","Sirs Mandarin",1,1,26,0,0,0,0,0,0,0,0,0,"20200",4,108,144,0,164,0,465,174,24,0,4,41,0,159,0
"17",33,"Aurora",2010,27,"Aurora","","15145 Yonge Street","L4G1M1","Aurora","","www.library.aurora.on.ca","Public or Union Library",55024,17020,0,0,"01/01/2010","12/31/2010","SOLS",31855,0,"Nil",45422,2763501,0,18512,65,92353,14272,0,2934125,0,0,187157,0,187157,323504,34656,2214483,9594,28284,13804,3976,104938,138226,0,0,149817,3021282,100000,5656,98,1,5714,118,1,47,1,1,0,0,0,0,0,0,135239,5521,1024,136605,5521,1024,9981,92,5,9981,92,5,237,9,2,34,0,0,12,0,0,12,0,0,36243,0,0,35,8,4,0,6,0,0,0,1,33,0,0,24,520,17,14,46,27,17,4,"Yes","SirsiDynix Horizon",1,1,61.5,0,0,0,0,0,0,0,0,0,"648075",660,11497,797,1038,835,4352,12498,1558,921,838,219,263,20,6212,4449
"18",488,"Aweres LSB",2010,80,"Aweres LSB","","Box 300 Shetland Park","P6A5K7","Sault Ste Marie","","localservicesboardofaweres@shaw.ca","Contracting LSB",680,0,0,0,"04/01/2010","03/31/2011","",0,0,"Nil",3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",61,"Baldwin Twp",2010,88,"Baldwin Twp","","P.O. Box 7095","P0P1M0","McKerrow","11 Spooner St","www.townshipofbaldwin.ca","Contracting Municipality",553,353,0,0,"04/01/2010","03/31/2011","",0,0,"Nil",1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",62,"Bancroft",2010,51,"Bancroft","Town of Bancroft","P.O. Box 127","K0L1C0","Bancroft","14 Flint Street","bancroftlibrary@bellnet.ca","Public or Union Library",3838,1849,1578,1347,"01/01/2010","12/31/2010","SOLS",2409,932,"Surplus",8867,90000,18595,30339,937,8512,0,3853,161103,0,0,0,0,0,38300,509,93775,595,12295,1783,1327,9149,0,0,0,7507,165240,600,187,0,0,199,0,0,32,0,0,0,0,0,0,0,0,19682,0,0,19733,0,0,1323,0,0,1345,0,0,36,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,0,0,0,0,0,0,0,0,0,1,26,4,43,2,7,12,10,2,12,"Yes","Mandarin",1,1,29,0,0,0,0,0,0,0,0,0,"29869",44,1472,370,445,399,1250,589,35,113,0,0,131,42,283,66
"21",43,"Barrie",2010,70,"Barrie","","60 Worsley Street","L4M1L6","Barrie","","http://www.library.barrie.on.ca","Public or Union Library",141000,51295,10212,4595,"04/01/2010","03/31/2011","SOLS",53710,93000,"Surplus",271808,4335863,122700,1884,259136,250652,0,0,5242043,0,0,0,0,0,610220,0,3213645,42619,429338,8538,0,145639,487013,0,0,379814,5316826,0,2832,23,0,6655,74,0,75,6,0,32,0,0,32,0,0,205869,8201,931,278944,10564,937,21121,485,1,26504,546,144,244,7,0,40,0,0,0,0,0,0,0,0,25050,23,0,35,10,3,0,12,0,1,24,2,24,0,0,18,24,237,203,43,27,41,1,"Yes","Horizon",1,1,63,0,0,0,0,0,0,0,0,0,"1547094",844,20266,2913,2465,3086,2942,32182,4508,60642,3220,0,874,20,9693,135578
"22",393,"Beausoleil FN",2010,70,"Beausoleil FN","","80 Kate Kegwin Street","L0K1C0","Christian Island","","http;//www.olsn.ca/bfnlibrary","First Nations Library",617,0,0,0,"04/01/2010","03/31/2011","SOLS",398,36762,"Surplus",2164,44415,0,29791,0,0,0,1800,78170,0,0,0,0,0,3640,582,30356,2955,35463,2054,2400,1180,0,331,0,35971,114932,0,50,0,0,80,0,0,34,0,0,0,0,0,0,0,0,5270,0,0,5270,0,0,82,0,0,82,0,0,24,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,18,18,0,18,"No","",1,1,20,0,0,0,0,0,0,0,0,0,"1080",45,965,0,0,0,0,43,9,386,0,25,22,0,402,0
"23",35,"Beckwith Twp",2010,55,"Beckwith Twp","","R.R.#2","K7C3P2","Carleton Place","1702 9th Line Beckwith","www.twp.beckwith.on.ca","Contracting Municipality",6309,2809,0,0,"01/01/2010","12/31/2010","",0,0,"Nil",9425,82511,0,0,0,0,0,0,91936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91936,0,91936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
