"","LibID","Library","Year","Upper.Tier.Code","Legal.Name","New.Legal.Name","Mailing.Address","Postal.Code","City","Street.Address","Library.Web.Site.Address","Library.Service.Type","Population..Resident.","Households..Resident.","Population..Contracting.","Households..Contracting.","Date.year.starts","Date.year.ends","Ontario.Library.Service..OLS..Region","X..of.Active.Library.Cardholders","Net.Balance.brought.forward.amount","Net.Balance.brought.forward.type","Provincial.Operating.Funding","Local.Operating.Grant","Contract.Revenue","Project.Grants","Donations","Self.generated.Revenue","Debt.Services.and.Reserve.Fund.Revenues","Other.operating.revenue","Total.Operating.Revenues","Provincial.capital.revenues","Federal.capital.revenues","Local.capital.revenues","Other.capital.revenues","Total.Capital.Revenues","General.materials.expenditure","Electronic.materials.expenditure","Staffing.expenditure","Staff.Training.expenditure","Facilities.Utilities","Telephone.and.Fax","Dedicated.Internet.Connectivity.Costs","Computer.Services","Debt.Charges.and.Transfers.to.Reserve.Funds","Funds.returned.to.government.sources","Contract.payment.made.to.library.boards.for.library.services","Other.expenditures","Total.Operating.Expenditures","Total.Capital.Expenditures","Titles.Held..Reference..English.Language.","Titles.Held..Reference..French.Language.","Titles.Held..Reference..Other.Language.","Volumes.Held..Reference..English.Language.","Volumes.Held..Reference..French.Language.","Volumes.Held..Reference..Other.Language.","X..of.Databases..Reference..English.Language.","X..of.Databases..Reference..French.Language.","X..of.Databases..Reference..Other.Language.","X..of.CD.ROM.Titles..Reference..English.Language.","X..of.CD.ROM.Titles..Reference..French.Language.","X..of.CD.ROM.Titles..Reference..Other.Language.","X..of.copies.of.CD.ROM..Reference..English.Language.","X..of.copies.of.CD.ROM..Reference..French.Language.","X..of.copies.of.CD.ROM..Reference..Other.Language.","Titles.Held..Circulating..English.Language.","Titles.Held..Circulating..French.Language.","Titles.Held..Circulating..Other.Language.","Volumes.Held..Circulating..English.Language.","Volumes.Held..Circulating..French.Language.","Volumes.Held..Circulating..Other.Language.","X..of.CD.ROM.Titles..Circulating..English.Language.","X..of.CD.ROM.Titles..Circulating..French.Language.","X..of.CD.ROM.Titles..Circulating..Other.Language.","X..of.copies.of.CD.ROMs..Circulating..English.Language.","X..of.copies.of.CD.ROMs..Circulating..French.Language.","X..of.copies.of.CD.ROMs..Circulating..Other.Language.","Titles.Held..Periodicals..English.Language.","Titles.Held..Periodicals..French.Language.","Titles.Held..Periodicals..Other.Language.","X..of.Database.Subscriptions..Periodicals..English.Language.","X..of.Database.Subscriptions..Periodicals..French.Language.","X..of.Database.Subscriptions..Periodicals..Other.Language.","X..of.CD.ROM.Titles..Periodicals..English.Language.","X..of.CD.ROMs.Titles..Periodicals..French.Language.","X..of.CD.ROM.Titles..Periodicals..Other.Language.","X..of.copies.of.CD.ROMs..Periodicals..English.Language.","X..of.copies.of.CD.ROMs..Periodicals..French.Language.","X..of.copies.of.CD.ROMs..Periodicals..Other.Language.","X..of.individual.electronic.periodical.titles..English.Language.","X..of.individual.electronic.periodical.titles..French.Language.","X..of.individual.electronic.periodical.titles..Other.Language.","X..of.hours.per.week.in.an.FTE","Librarians..Full.Time....of.people.","Library.Technicians..Full.Time....of.people.","EXCEL.Graduates..Full.Time....of.people.","Other.staff..Full.Time....of.people.","Volunteers..Full.Time....of.people.","Librarians..Part.Time....of.people.","Librarians..Part.Time..Hours.worked.","Library.Technicians..Part.Time....of.people.","Library.Technicians..Part.Time..Hours.worked.","EXCEL.Graduates..Part.Time....of.people.","EXCEL.Graduates..Part.Time..Hours.worked.","Other.staff..Part.Time....of.people.","Other.staff..Part.Time..Hours.worked.","Volunteers..Part.Time....of.people.","Volunteers..Part.Time..Hours.worked.","X..of.Public.access.workstations","Workstations.with.internet.access","Workstations.with.OPAC.access","Workstations.with.CD.ROM.access","Automated.catalogue.available","Name.of.Automated.Catalogue.System","Does.your.library.provide.wireless.Internet.connection","X..of.Main.Libraries","Main.Library..total.hours.open.per.week","X..of.Branches.open...12.hours.per.week","Branches.open...12.hours.per.week..total.hours.open.per.week","X..of.Branches.open..12.hours.per.week","Branches.open..12.hours.per.week..total.hours.open.per.week","X..of.Bookmobile.stops","Bookmobile.hours.per.week","X..of.Deposit.Stations","Deposit.Station.hours.per.week","X..of.Bookmobiles","Total.Annual.Direct.Circulation","X..of.programs.held.annually","Annual.program.attendance","X..of.items.borrowed","X..of.items.lent","X..of.requests.made.to.other.libraries","X..of.requests.received.from.other.libraries","Typical.Week..Direct.circulation","Typical.Week..Materials.use.in.library","Typical.Week....of.people.using.library.workstations","Typical.Week....of.times.electronic.databases.accessed","No.of.people.using.public.library.wireless.connection","Typical.Week....of.standard.reference.transactions","Typical.Week....of.electronic.reference.transactions","Typical.Week....of.library.visits.made.in.person","Typical.Week....of.electronic.library.visits"
"11",14,"Arnprior",2008,69,"Arnprior","Town of Arnprior","21 Madawaska Street","K7S1R6","Arnprior","","http://www.arnprior.library.on.ca/","Public or Union Library",7158,3424,5383,2274,"01/01/2008","12/31/2008","SOLS",6182,594,"Surplus",14263,243649,34304,4888,6174,21733,20745,11028,356784,0,0,0,0,0,35428,4006,232903,1204,49984,1947,1116,10056,3797,0,0,13747,354188,2100,201,0,0,201,0,0,1,0,0,0,0,0,0,0,0,50018,0,0,50988,0,0,0,0,0,0,0,0,52,0,0,7,0,0,0,0,0,0,0,0,18530,0,0,35,1,0,0,1,0,0,0,2,43,0,0,5,68,5,2,8,5,3,0,"Yes","Insignia",1,1,47,0,0,0,0,0,0,0,0,0,132668,457,9140,644,1609,674,2541,2483,95,138,3,25,355,6,1690,180
"12",16,"Asphodel-Norwood Twp",2008,66,"Asphodel-Norwood Twp","Township of Asphodel-Norwood","P.O. Box 100","K0L2V0","Norwood","2363 County Road 45","www.anpl.org","Public or Union Library",3623,1697,0,0,"04/01/2008","03/31/2009","SOLS",1801,0,"Nil",8593,91573,0,5910,1100,2425,9000,3300,121901,0,0,0,0,0,12500,0,67785,1750,20200,2900,3300,23000,0,0,0,3550,134985,7600,185,0,0,185,0,0,1,0,0,0,0,0,0,0,0,26037,40,0,27307,40,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,3,5,3,49.5,0,0,0,0,0,0,5,20,5,5,5,5,"Yes","Horizon switch to Mandarin",1,1,21,1,12,0,0,0,0,0,0,0,19051,284,1982,220,231,254,777,290,40,120,5,5,5,0,235,35
"13",17,"Assiginack Twp",2008,83,"Assiginack Twp","","Box 280 Manitowaning","P0P1N0","Manitoulin Island","25A Spragge St., Manitowaning","www.assiginacklibrary.org","Public or Union Library",914,390,0,0,"01/01/2008","12/31/2008","OLS-N",742,0,"Nil",3483,25930,0,0,300,357,0,246,30316,0,0,0,0,0,4486,0,22006,855,1368,933,0,130,0,0,0,207,29985,0,276,0,0,370,0,0,0,0,0,0,0,0,0,0,0,14724,0,0,14724,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,0,0,1,4,3,3,0,2,"No","",0,1,19,0,0,0,0,0,0,0,0,0,23779,4,372,113,0,119,105,464,336,36,0,0,150,0,41,0
"14",18,"Athens Twp.",2008,56,"Athens Twp.","","P.O. Box 309","K0E1B0","Athens","5 Central Street, Athens","WWW.athenslibrary.ca","Public or Union Library",2809,1314,0,0,"01/01/2008","12/31/2008","OLS-N",327,190,"Surplus",6830,10850,0,5358,1827,726,3000,683,29274,0,0,0,0,0,5734,0,12658,63,5879,1047,969,2053,0,0,0,4231,32634,0,38,0,0,222,0,0,0,0,0,10,0,0,10,0,0,8728,32,0,8969,32,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,19,0,0,3,2,3,3,0,3,"Yes","Stacks",0,1,14,0,0,0,0,0,0,0,0,0,6711,7,113,429,0,452,0,104,75,13,0,0,37,1,71,0
"15",11,"Atikokan Twp",2008,87,"Atikokan Twp","","214 Skyes St.","P0T1C0","Atikokan","214 Sykes St.","www.aplibrary.org","Public or Union Library",3172,1642,0,0,"01/01/2008","12/31/2008","OLS-N",750,9054,"Surplus",10452,175000,0,10706,4797,4483,0,77,205515,15000,0,0,0,15000,31831,2920,129761,1519,18768,2627,0,5122,0,0,0,4342,196890,15000,665,0,0,686,0,0,2,0,0,43,0,0,43,0,0,30302,194,0,30377,194,0,0,0,0,0,0,0,35,0,0,7,0,0,0,0,0,0,0,0,18498,0,0,35,1,0,0,0,0,1,25,1,15,0,0,3,10,12,10,8,6,8,6,"Yes","Symphony Workflows",1,1,35.5,0,0,0,0,0,0,0,0,0,35454,162,2001,130,556,173,942,361,137,63,4,1,34,3,269,57
"16",10,"Augusta Twp",2008,56,"Augusta Twp","","R.R. #2","K6V5T2","Brockville","4500 County Road 15","augustalibrary.com","Public or Union Library",7510,2874,0,0,"01/01/2008","12/31/2008","SOLS",1930,40950,"Surplus",13297,103568,0,4414,820,3350,694,0,126143,0,0,0,0,0,15863,20,56192,480,19115,1303,1485,2914,0,0,0,5583,102955,657,202,0,0,295,0,0,31,0,0,0,0,0,0,0,0,22297,174,0,22297,174,0,36,0,0,36,0,0,30,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,40,0,0,9,20,7,6,7,6,"Yes","Sirs Mandarin",1,1,26,0,0,0,0,0,0,0,0,0,20949,42,925,202,0,230,0,522,165,34,0,3,44,0,222,0
"17",33,"Aurora",2008,27,"Aurora","","15145 Yonge Street","L4G1M1","Aurora","","www.library.aurora.on.ca","Public or Union Library",51925,17020,0,0,"01/01/2008","12/31/2008","SOLS",32228,0,"Nil",45422,2376505,0,0,9465,84143,0,0,2515535,0,0,178038,0,178038,271008,33662,1906917,11385,24800,12686,0,88056,113456,0,0,113565,2575535,118038,5674,34,0,5788,54,0,14,0,0,4,4,0,4,4,0,139369,5540,979,143057,5641,1010,38,15,1,38,15,1,231,9,2,36,0,0,0,0,0,0,0,0,22029,0,0,35,7,4,0,6,0,0,0,1,33,0,0,23,491,14,7,46,27,17,4,"Yes","SirsiDynix Horizon",1,1,61.5,0,0,0,0,0,0,0,0,0,581660,461,7109,979,1743,1001,4612,12930,1996,978,5160,179,271,16,6128,3152
"18",488,"Aweres LSB",2008,80,"Aweres LSB","","Box 300 Shetland Park","P6A5K7","Sault Ste Marie","","localservicesboardofaweres@shaw.ca","Contracting LSB",1602,0,0,0,"04/01/2008","03/31/2009","",0,0,"Nil",3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",61,"Baldwin Twp",2008,88,"Baldwin Twp","","P.O. Box 7095","P0P1M0","McKerrow","11 Spooner St","www.townshipofbaldwin.ca","Contracting Municipality",570,352,0,0,"01/01/2008","12/31/2008","",0,0,"Nil",1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",62,"Bancroft",2008,51,"Bancroft","Town of Bancroft","P.O. Box 127","K0L1C0","Bancroft","14 Flint Street","bancroftlibrary@bellnet.ca","Public or Union Library",3838,1925,1578,1347,"01/01/2008","12/31/2008","SOLS",2520,20417,"Surplus",8867,85500,13595,23891,2898,4522,0,2807,142080,0,0,0,0,0,20631,0,77825,1277,10606,1837,1197,2340,0,0,0,5950,121663,0,140,0,0,182,0,0,1,0,0,0,0,0,0,0,0,20945,0,133,21037,0,133,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18498,0,0,35,0,0,0,0,0,0,0,0,0,1,26,4,43,2,7,8,6,2,8,"Yes","Mandarin",1,1,29,0,0,0,0,0,0,0,0,0,34419,18,394,381,234,388,981,642,45,139,0,0,136,42,318,54
"21",43,"Barrie",2008,70,"Barrie","","60 Worsley Street","L4M1L6","Barrie","","http://www.library.barrie.on.ca","Public or Union Library",139000,48809,9832,4368,"01/01/2008","12/31/2008","SOLS",54472,184050,"Surplus",271808,3899619,111228,4800,11305,301970,0,0,4600730,0,0,0,0,0,575475,0,2828024,48380,350591,7961,0,141710,285610,0,0,303102,4540853,0,3757,34,0,9244,104,0,36,2,0,33,0,0,33,0,0,187452,7787,515,225483,8818,515,344,14,0,398,15,0,221,7,0,12,0,0,0,0,0,0,0,0,18498,0,0,35,10,3,0,12,0,1,24,1,24,0,0,26,816,144,247,40,24,38,3,"Yes","Spyders",1,1,63,0,0,0,0,0,0,0,0,0,1625551,852,21354,2943,2314,2850,2677,28447,3457,1288,2584,0,869,14,14455,7530
"22",393,"Beausoleil FN",2008,70,"Beausoleil FN","","80 Kate Kegwin Street","L0K1C0","Christian Island","","http;//www.olsn.ca/bfnlibrary","First Nations Library",592,0,0,0,"04/01/2008","03/31/2009","SOLS",349,0,"Nil",2164,0,0,0,0,0,0,1800,3964,0,0,0,0,0,0,0,25956,0,0,1284,1800,0,0,0,0,0,29040,0,50,0,0,80,0,0,2,0,0,0,0,0,0,0,0,4946,0,0,0,0,0,66,0,0,66,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18498,13,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,"No","",0,1,35,0,0,0,0,0,0,0,0,0,0,300,4250,10,0,0,0,136,158,251,0,0,31,5,290,0
"23",35,"Beckwith Twp",2008,55,"Beckwith Twp","","R.R.#2","K7C3P2","Carleton Place","1702 9th Line Beckwith","www.twp.beckwith.on.ca","Contracting Municipality",6132,2799,0,0,"01/01/2008","12/31/2008","",0,0,"Nil",9425,79958,0,0,0,0,0,0,89383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89383,0,89383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
