"","LibID","Library","Year","Upper.Tier.Code","Legal.Name","New.Legal.Name","Mailing.Address","Postal.Code","City","Street.Address","Library.Web.Site.Address","Library.Service.Type","Population..Resident.","Households..Resident.","Population..Contracting.","Households..Contracting.","Date.year.starts","Date.year.ends","Ontario.Library.Service..OLS..Region","X..of.Active.Library.Cardholders","Net.Balance.brought.forward.amount","Net.Balance.brought.forward.type","Provincial.Operating.Funding","Local.Operating.Grant","Contract.Revenue","Project.Grants","Donations","Self.generated.Revenue","Debt.Services.and.Reserve.Fund.Revenues","Other.operating.revenue","Total.Operating.Revenues","Provincial.capital.revenues","Federal.capital.revenues","Local.capital.revenues","Other.capital.revenues","Total.Capital.Revenues","General.materials.expenditure","Electronic.materials.expenditure","Staffing.expenditure","Staff.Training.expenditure","Facilities.Utilities","Telephone.and.Fax","Dedicated.Internet.Connectivity.Costs","Computer.Services","Debt.Charges.and.Transfers.to.Reserve.Funds","Funds.returned.to.government.sources","Contract.payment.made.to.library.boards.for.library.services","Other.expenditures","Total.Operating.Expenditures","Total.Capital.Expenditures","Titles.Held..Reference..English.Language.","Titles.Held..Reference..French.Language.","Titles.Held..Reference..Other.Language.","Volumes.Held..Reference..English.Language.","Volumes.Held..Reference..French.Language.","Volumes.Held..Reference..Other.Language.","X..of.Databases..Reference..English.Language.","X..of.Databases..Reference..French.Language.","X..of.Databases..Reference..Other.Language.","X..of.CD.ROM.Titles..Reference..English.Language.","X..of.CD.ROM.Titles..Reference..French.Language.","X..of.CD.ROM.Titles..Reference..Other.Language.","X..of.copies.of.CD.ROM..Reference..English.Language.","X..of.copies.of.CD.ROM..Reference..French.Language.","X..of.copies.of.CD.ROM..Reference..Other.Language.","Titles.Held..Circulating..English.Language.","Titles.Held..Circulating..French.Language.","Titles.Held..Circulating..Other.Language.","Volumes.Held..Circulating..English.Language.","Volumes.Held..Circulating..French.Language.","Volumes.Held..Circulating..Other.Language.","X..of.CD.ROM.Titles..Circulating..English.Language.","X..of.CD.ROM.Titles..Circulating..French.Language.","X..of.CD.ROM.Titles..Circulating..Other.Language.","X..of.copies.of.CD.ROMs..Circulating..English.Language.","X..of.copies.of.CD.ROMs..Circulating..French.Language.","X..of.copies.of.CD.ROMs..Circulating..Other.Language.","Titles.Held..Periodicals..English.Language.","Titles.Held..Periodicals..French.Language.","Titles.Held..Periodicals..Other.Language.","X..of.Database.Subscriptions..Periodicals..English.Language.","X..of.Database.Subscriptions..Periodicals..French.Language.","X..of.Database.Subscriptions..Periodicals..Other.Language.","X..of.CD.ROM.Titles..Periodicals..English.Language.","X..of.CD.ROMs.Titles..Periodicals..French.Language.","X..of.CD.ROM.Titles..Periodicals..Other.Language.","X..of.copies.of.CD.ROMs..Periodicals..English.Language.","X..of.copies.of.CD.ROMs..Periodicals..French.Language.","X..of.copies.of.CD.ROMs..Periodicals..Other.Language.","X..of.individual.electronic.periodical.titles..English.Language.","X..of.individual.electronic.periodical.titles..French.Language.","X..of.individual.electronic.periodical.titles..Other.Language.","X..of.hours.per.week.in.an.FTE","Librarians..Full.Time....of.people.","Library.Technicians..Full.Time....of.people.","EXCEL.Graduates..Full.Time....of.people.","Other.staff..Full.Time....of.people.","Volunteers..Full.Time....of.people.","Librarians..Part.Time....of.people.","Librarians..Part.Time..Hours.worked.","Library.Technicians..Part.Time....of.people.","Library.Technicians..Part.Time..Hours.worked.","EXCEL.Graduates..Part.Time....of.people.","EXCEL.Graduates..Part.Time..Hours.worked.","Other.staff..Part.Time....of.people.","Other.staff..Part.Time..Hours.worked.","Volunteers..Part.Time....of.people.","Volunteers..Part.Time..Hours.worked.","X..of.Public.access.workstations","Workstations.with.internet.access","Workstations.with.OPAC.access","Workstations.with.CD.ROM.access","Automated.catalogue.available","Name.of.Automated.Catalogue.System","Does.your.library.provide.wireless.Internet.connection","X..of.Main.Libraries","Main.Library..total.hours.open.per.week","X..of.Branches.open...12.hours.per.week","Branches.open...12.hours.per.week..total.hours.open.per.week","X..of.Branches.open..12.hours.per.week","Branches.open..12.hours.per.week..total.hours.open.per.week","X..of.Bookmobile.stops","Bookmobile.hours.per.week","X..of.Deposit.Stations","Deposit.Station.hours.per.week","X..of.Bookmobiles","Total.Annual.Direct.Circulation","X..of.programs.held.annually","Annual.program.attendance","X..of.items.borrowed","X..of.items.lent","X..of.requests.made.to.other.libraries","X..of.requests.received.from.other.libraries","Typical.Week..Direct.circulation","Typical.Week..Materials.use.in.library","Typical.Week....of.people.using.library.workstations","Typical.Week....of.times.electronic.databases.accessed","No.of.people.using.public.library.wireless.connection","Typical.Week....of.standard.reference.transactions","Typical.Week....of.electronic.reference.transactions","Typical.Week....of.library.visits.made.in.person","Typical.Week....of.electronic.library.visits"
"11",14,"Arnprior",2005,69,"Arnprior","Town of Arnprior","21 Madawaska Street","K7S1R6","Arnprior","","http://www.arnprior.library.on.ca/","Public or Union Library",6460,3165,0,0,"01/01/2005","12/31/2005","SOLS",7032,325,"Surplus",14263,173309,30700,3875,109892,34448,0,4820,371307,0,0,0,0,0,43599,0,178296,1582,800,2643,0,6753,108421,0,0,28888,370982,0,169,1,0,343,14,0,0,0,0,4,0,0,4,0,0,52183,67,0,53281,80,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,1,0,0,0,2,42,0,0,4,62,5,22,6,3,3,0,"Yes","Spectrum 5.1",0,1,47,0,0,0,0,0,0,0,0,0,127491,250,6000,495,1717,495,489,2642,460,155,0,0,341,12,1616,63
"12",16,"Asphodel-Norwood Twp",2005,66,"Asphodel-Norwood Twp","Township of Asphodel-Norwood","P.O. Box 100","K0L2V0","Norwood","2363 County Road 45","www.anpl.org","Public or Union Library",3623,1697,0,0,"01/01/2005","12/31/2005","SOLS",1675,4654,"Surplus",8593,85508,0,2243,1920,3911,2300,0,104475,0,0,0,0,0,13029,0,47478,853,17007,2840,1386,1828,3100,0,0,3719,91240,5842,150,0,0,202,0,0,0,0,0,0,0,0,0,0,0,26000,12,0,26500,12,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,30,0,0,2,19,2,1,9,9,1,0,"Yes","Horizon  manual in 1",0,1,15,1,12,0,0,0,0,0,0,0,14106,74,519,136,251,140,389,316,35,41,0,0,5,0,290,0
"13",17,"Assiginack Twp",2005,83,"Assiginack Twp","","Box 280 Manitowaning","P0P1N0","Manitoulin Island","25A Spragge St., Manitowaning","www.assiginacklibrary.org","Public or Union Library",765,763,0,0,"01/01/2005","12/31/2005","OLS-N",777,0,"Nil",3483,21000,0,896,725,0,0,231,26335,0,0,0,0,0,4378,0,16342,757,2610,898,0,800,0,0,0,192,25977,0,268,0,0,361,0,0,0,0,0,0,0,0,0,0,0,13543,0,0,13543,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,18,0,0,2,4,3,3,0,2,"No","",0,1,14,0,0,0,0,0,0,0,0,0,24624,4,369,77,0,77,66,483,403,21,0,0,149,0,55,0
"14",18,"Athens Twp.",2005,56,"Athens Twp.","","P.O. Box 309","K0E1B0","Athens","5 Central Street, Athens","WWW.athenslibrary.ca","Public or Union Library",2809,1314,0,0,"01/01/2005","12/31/2005","SOLS",387,263,"Surplus",6830,8250,0,3220,2375,1051,0,59,21785,0,0,0,0,0,4499,0,9292,0,213,856,781,1533,0,0,0,3712,20886,0,16,0,0,262,0,0,0,0,0,10,0,0,10,0,0,8583,17,215,8845,17,215,45,0,0,45,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,17,0,0,5,4,3,3,0,3,"No","",0,1,12,0,0,0,0,0,0,0,0,0,7258,5,118,386,0,427,386,148,68,9,0,0,36,0,81,0
"15",11,"Atikokan Twp",2005,87,"Atikokan Twp","","214 Skyes St.","P0T1C0","Atikokan","214 Sykes St.","www.aplibrary.org","Public or Union Library",3172,1642,0,0,"01/01/2005","12/31/2005","OLS-N",2572,8542,"Surplus",10452,168078,0,23200,1373,5133,17,12000,220253,0,0,0,0,0,25641,270,132348,2546,27514,2568,0,8129,3302,0,0,9231,211549,0,917,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,33998,209,0,35362,209,0,131,0,0,131,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,25,1,20,4,8,12,0,11,7,3,4,"Yes","Winnebago Spectrum 5",0,1,36,0,0,0,0,0,0,3,35,0,41200,139,2468,221,418,260,618,824,203,73,0,0,11,2,308,0
"16",10,"Augusta Twp",2005,56,"Augusta Twp","","R.R. #2","K6V5T2","Brockville","4500 County Road 15","augustalibrary.com","Public or Union Library",7265,2941,0,0,"01/01/2005","12/31/2005","SOLS",1306,20795,"Surplus",13297,82327,0,2055,965,5150,679,2985,107458,0,0,0,3642,3642,14760,102,50172,221,18286,1047,2342,5386,0,0,0,7420,99736,2500,181,0,0,281,0,0,0,0,0,1,0,0,1,0,0,20456,131,0,20517,131,0,56,0,0,56,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2,40,0,0,9,16,6,6,6,6,"Yes","SIRS Mandarin",0,1,26,0,0,0,0,0,0,0,0,0,22528,35,808,216,0,221,0,1410,295,28,0,0,29,0,306,0
"17",1035,"Aundeck-Omni-Kaning FN",2005,0,"Aundeck-Omni-Kaning FN","Aundeck-Omni-Kaning","P.O. Box 21, RR #1","P0P1K0","Little Current","13 Hill Street","","First Nations Library",318,0,0,0,"04/01/2005","03/31/2006","OLS-N",38,0,"Nil",873,0,0,13000,10000,0,0,0,23873,0,0,0,0,0,500,0,16625,0,5159,1543,0,0,0,0,0,0,23827,0,10,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,9,3,0,0,"Yes","Resource Mate 3.0",0,1,25,0,0,0,0,0,0,0,0,0,193,12,52,33,0,33,0,12,14,42,0,0,2,1,56,0
"18",33,"Aurora",2005,27,"Aurora","","15145 Yonge Street","L4G1M1","Aurora","","www.library.aurora.on.ca","Public or Union Library",37495,14404,0,0,"01/01/2005","12/31/2005","SOLS",31141,0,"Nil",45422,2030620,0,0,2980,91021,0,0,2170043,0,0,0,0,0,225951,26111,1586530,3945,17415,10712,0,76545,125743,0,0,97091,2170043,0,2348,27,0,6043,68,0,0,0,0,0,0,0,0,0,0,132894,4572,88,141918,5030,700,29,13,0,32,13,0,239,7,0,18,0,0,0,0,0,0,0,0,13221,0,0,35,4,8,0,3,0,0,0,6,198,0,0,18,347,9,4.5,40,21,15,4,"Yes","Horizon",0,1,61.5,0,0,0,0,0,0,0,0,0,554322,441,7017,1003,1344,1078,3923,11926,3097,1328,310,0,953,13,7269,1975
"19",488,"Aweres LSB",2005,80,"Aweres LSB","","Box 300 Shetland Park","P6A5K7","Sault Ste Marie","","localservicesboardofaweres@shaw.ca","Contracting LSB",1602,0,0,0,"04/01/2005","03/31/2006","",0,0,"Nil",3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",61,"Baldwin Twp",2005,88,"Baldwin Twp","","P.O. Box 7095","P0P1M0","McKerrow","11 Spooner St","www.townshipofbaldwin.ca","Contracting Municipality",570,350,0,0,"01/01/2005","12/31/2005","",0,0,"Nil",1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",62,"Bancroft",2005,51,"Bancroft","Town of Bancroft","P.O. Box 127","K0L1C0","Bancroft","14 Flint Street","bancroftlibrary@bellnet.ca","Public or Union Library",3511,1914,1397,1308,"01/01/2005","12/31/2005","SOLS",2356,1925,"Surplus",8867,77500,5595,10700,1332,15327,0,2514,121835,0,0,0,0,0,15110,0,68475,3438,11044,1548,345,7806,0,0,0,11524,119290,0,263,0,0,281,0,0,0,0,0,0,0,0,0,0,0,21504,196,263,22045,200,263,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,26,4,48,3,10,7,6,1,7,"Yes","Winnebago",0,1,26,0,0,0,0,0,0,0,0,0,24865,11,161,238,213,247,464,587,23,83,0,0,90,28,296,130
"22",43,"Barrie",2005,70,"Barrie","","60 Worsley Street","L4M1L6","Barrie","","http://www.library.barrie.on.ca","Public or Union Library",100825,42973,8265,4661,"04/01/2005","03/31/2006","SOLS",71586,117015,"Surplus",271808,2990504,96083,2621,9097,352575,0,0,3722688,0,0,0,0,0,540688,0,2198468,33467,404936,8530,0,62452,88713,0,0,357894,3695148,0,5675,34,0,10291,119,0,47,6,0,31,0,0,31,0,0,154577,6216,349,201959,7101,355,429,8,0,461,8,0,285,6,0,17,0,0,0,0,0,0,0,0,7500,0,0,35,8,2,0,11,0,2,48,3,72,0,0,41,669,0,142,53,34,39,41,"Yes","HORIZON",0,1,63,0,0,0,0,0,0,0,0,0,1456719,582,16717,3061,1004,3228,4004,27246,4269,53,759,0,887,9,14626,6450
"23",393,"Beausoleil FN",2005,70,"Beausoleil FN","","80 Kate Kegwin Street","L0K1C0","Christian Island","","http;//www.olsn.ca/bfnlibrary","First Nations Library",631,0,0,0,"04/01/2005","03/31/2006","SOLS",534,0,"Nil",2164,16248,0,18315,1497,1350,0,130,39704,0,0,0,0,0,1901,0,24548,1853,4484,2272,1850,908,0,0,0,1888,39704,0,50,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3299,0,0,3407,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,2,88,12,11,0,11,"No","",0,1,32,0,0,0,0,0,0,0,0,0,1825,258,3618,62,0,62,1,79,97,126,0,0,21,0,352,0
