"","LibID","Library","Year","Upper.Tier.Code","Legal.Name","New.Legal.Name","Mailing.Address","Postal.Code","City","Street.Address","Library.Web.Site.Address","Library.Service.Type","Population..Resident.","Households..Resident.","Population..Contracting.","Households..Contracting.","Date.year.starts","Date.year.ends","Ontario.Library.Service..OLS..Region","X..of.Active.Library.Cardholders","Net.Balance.brought.forward.amount","Net.Balance.brought.forward.type","Provincial.Operating.Funding","Local.Operating.Grant","Contract.Revenue","Project.Grants","Donations","Self.generated.Revenue","Debt.Services.and.Reserve.Fund.Revenues","Other.operating.revenue","Total.Operating.Revenues","Provincial.capital.revenues","Federal.capital.revenues","Local.capital.revenues","Other.capital.revenues","Total.Capital.Revenues","General.materials.expenditure","Electronic.materials.expenditure","Staffing.expenditure","Staff.Training.expenditure","Facilities.Utilities","Telephone.and.Fax","Dedicated.Internet.Connectivity.Costs","Computer.Services","Debt.Charges.and.Transfers.to.Reserve.Funds","Funds.returned.to.government.sources","Contract.payment.made.to.library.boards.for.library.services","Other.expenditures","Total.Operating.Expenditures","Total.Capital.Expenditures","Titles.Held..Reference..English.Language.","Titles.Held..Reference..French.Language.","Titles.Held..Reference..Other.Language.","Volumes.Held..Reference..English.Language.","Volumes.Held..Reference..French.Language.","Volumes.Held..Reference..Other.Language.","X..of.Databases..Reference..English.Language.","X..of.Databases..Reference..French.Language.","X..of.Databases..Reference..Other.Language.","X..of.CD.ROM.Titles..Reference..English.Language.","X..of.CD.ROM.Titles..Reference..French.Language.","X..of.CD.ROM.Titles..Reference..Other.Language.","X..of.copies.of.CD.ROM..Reference..English.Language.","X..of.copies.of.CD.ROM..Reference..French.Language.","X..of.copies.of.CD.ROM..Reference..Other.Language.","Titles.Held..Circulating..English.Language.","Titles.Held..Circulating..French.Language.","Titles.Held..Circulating..Other.Language.","Volumes.Held..Circulating..English.Language.","Volumes.Held..Circulating..French.Language.","Volumes.Held..Circulating..Other.Language.","X..of.CD.ROM.Titles..Circulating..English.Language.","X..of.CD.ROM.Titles..Circulating..French.Language.","X..of.CD.ROM.Titles..Circulating..Other.Language.","X..of.copies.of.CD.ROMs..Circulating..English.Language.","X..of.copies.of.CD.ROMs..Circulating..French.Language.","X..of.copies.of.CD.ROMs..Circulating..Other.Language.","Titles.Held..Periodicals..English.Language.","Titles.Held..Periodicals..French.Language.","Titles.Held..Periodicals..Other.Language.","X..of.Database.Subscriptions..Periodicals..English.Language.","X..of.Database.Subscriptions..Periodicals..French.Language.","X..of.Database.Subscriptions..Periodicals..Other.Language.","X..of.CD.ROM.Titles..Periodicals..English.Language.","X..of.CD.ROMs.Titles..Periodicals..French.Language.","X..of.CD.ROM.Titles..Periodicals..Other.Language.","X..of.copies.of.CD.ROMs..Periodicals..English.Language.","X..of.copies.of.CD.ROMs..Periodicals..French.Language.","X..of.copies.of.CD.ROMs..Periodicals..Other.Language.","X..of.individual.electronic.periodical.titles..English.Language.","X..of.individual.electronic.periodical.titles..French.Language.","X..of.individual.electronic.periodical.titles..Other.Language.","X..of.hours.per.week.in.an.FTE","Librarians..Full.Time....of.people.","Library.Technicians..Full.Time....of.people.","EXCEL.Graduates..Full.Time....of.people.","Other.staff..Full.Time....of.people.","Volunteers..Full.Time....of.people.","Librarians..Part.Time....of.people.","Librarians..Part.Time..Hours.worked.","Library.Technicians..Part.Time....of.people.","Library.Technicians..Part.Time..Hours.worked.","EXCEL.Graduates..Part.Time....of.people.","EXCEL.Graduates..Part.Time..Hours.worked.","Other.staff..Part.Time....of.people.","Other.staff..Part.Time..Hours.worked.","Volunteers..Part.Time....of.people.","Volunteers..Part.Time..Hours.worked.","X..of.Public.access.workstations","Workstations.with.internet.access","Workstations.with.OPAC.access","Workstations.with.CD.ROM.access","Automated.catalogue.available","Name.of.Automated.Catalogue.System","Does.your.library.provide.wireless.Internet.connection","X..of.Main.Libraries","Main.Library..total.hours.open.per.week","X..of.Branches.open...12.hours.per.week","Branches.open...12.hours.per.week..total.hours.open.per.week","X..of.Branches.open..12.hours.per.week","Branches.open..12.hours.per.week..total.hours.open.per.week","X..of.Bookmobile.stops","Bookmobile.hours.per.week","X..of.Deposit.Stations","Deposit.Station.hours.per.week","X..of.Bookmobiles","Total.Annual.Direct.Circulation","X..of.programs.held.annually","Annual.program.attendance","X..of.items.borrowed","X..of.items.lent","X..of.requests.made.to.other.libraries","X..of.requests.received.from.other.libraries","Typical.Week..Direct.circulation","Typical.Week..Materials.use.in.library","Typical.Week....of.people.using.library.workstations","Typical.Week....of.times.electronic.databases.accessed","No.of.people.using.public.library.wireless.connection","Typical.Week....of.standard.reference.transactions","Typical.Week....of.electronic.reference.transactions","Typical.Week....of.library.visits.made.in.person","Typical.Week....of.electronic.library.visits"
"11",14,"Arnprior",2009,69,"Arnprior","Town of Arnprior","21 Madawaska Street","K7S1R6","Arnprior","","http://www.arnprior.library.on.ca/","Public or Union Library",7158,3424,5383,2278,"01/01/2009","12/31/2009","SOLS",6116,-8080,"Deficit",14263,214524,34908,7573,8650,22265,8500,11835,322518,0,0,0,0,0,42199,1643,227230,2353,49160,1765,1068,12476,8430,0,0,11620,357944,0,75,0,0,75,0,0,1,0,0,0,0,0,0,0,0,51165,0,0,61837,0,0,0,0,0,0,0,0,57,0,0,7,0,0,0,0,0,0,0,0,18530,0,0,35,0,0,0,2,0,1,10,2,42,0,0,5,60,5,1,8,5,3,0,"Yes","Insignia",1,1,47,0,0,0,0,0,0,0,0,0,129058,436,8735,760,1252,839,2352,2389,101,193,0,39,356,2,1606,189
"12",16,"Asphodel-Norwood Twp",2009,66,"Asphodel-Norwood Twp","Township of Asphodel-Norwood","P.O. Box 100","K0L2V0","Norwood","2363 County Road 45","www.anpl.org","Public or Union Library",4125,2077,0,0,"04/01/2009","03/31/2010","SOLS",1067,10102,"Surplus",8593,93340,0,20354,2491,4314,9000,0,138092,0,0,0,0,0,16241,9943,49662,922,16408,2908,1746,14646,0,0,0,0,112476,0,9,0,0,71,0,0,1,0,0,0,0,0,0,0,0,19056,0,0,19056,0,0,254,0,0,254,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,57,0,0,0,0,3,32,6,20,5,5,5,5,"Yes","Mandarin",1,1,21,1,12,0,0,0,0,0,0,0,16495,0,0,513,241,554,440,179,10,44,1,44,1,2,200,220
"13",17,"Assiginack Twp",2009,83,"Assiginack Twp","","Box 280 Manitowaning","P0P1N0","Manitoulin Island","25A Spragge St., Manitowaning","www.assiginacklibrary.org","Public or Union Library",915,390,0,0,"01/01/2009","12/31/2009","OLS-N",797,0,"Nil",3483,27500,0,855,225,0,0,1610,33673,0,0,0,0,0,4121,0,23926,785,1486,943,0,2505,0,0,162,0,33928,0,292,0,0,386,0,0,0,0,0,0,0,0,0,0,0,11258,0,0,11258,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,0,0,1,4,4,4,0,2,"No","",0,1,19,0,0,0,0,0,0,0,0,0,23262,4,381,119,0,119,0,496,346,28,0,0,116,0,55,0
"14",18,"Athens Twp.",2009,56,"Athens Twp.","","P.O. Box 309","K0E1B0","Athens","5 Central Street, Athens","WWW.athenslibrary.ca","Public or Union Library",2809,1314,0,0,"01/01/2009","12/31/2009","SOLS",431,2289,"Surplus",6830,13900,0,10352,0,1273,3219,590,36164,0,0,0,0,0,5451,0,14171,0,10519,979,988,9676,0,0,0,2807,44591,0,38,0,0,222,0,0,0,0,0,0,0,0,0,0,0,8749,44,0,8949,44,0,79,0,0,79,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,19,0,0,2,2,4,4,1,4,"Yes","Stacks",1,1,14,0,0,0,0,0,0,0,0,0,6280,10,211,449,0,399,0,120,75,24,0,3,37,1,87,0
"15",11,"Atikokan Twp",2009,87,"Atikokan Twp","","214 Skyes St.","P0T1C0","Atikokan","214 Sykes St.","www.aplibrary.org","Public or Union Library",3172,1642,0,0,"01/01/2009","12/31/2009","OLS-N",810,5582,"Surplus",10452,175000,0,8718,5589,4359,0,57,204175,0,0,0,0,0,25387,4606,134464,1940,29382,2594,0,5427,0,0,0,4003,207803,0,673,0,0,694,0,0,32,0,0,43,0,0,43,0,0,30687,197,0,30712,197,0,1145,0,0,1145,0,0,36,0,0,27,0,0,0,0,0,0,0,0,18460,0,0,35,1,0,0,0,0,0,0,1,25,0,0,3,15,10,2,8,6,8,6,"Yes","SirsiDynix Symphony",1,1,35.5,0,0,0,0,0,0,0,0,0,31361,156,1992,125,581,162,987,337,142,71,7,2,42,4,253,68
"16",10,"Augusta Twp",2009,56,"Augusta Twp","","R.R. #2","K6V5T2","Brockville","4500 County Road 15","augustalibrary.com","Public or Union Library",7510,2973,0,0,"01/01/2009","12/31/2009","OLS-N",2049,-5000,"Deficit",13297,87984,0,16299,872,3407,0,1388,123247,0,0,0,0,0,16452,1914,55881,0,21456,1362,1439,7515,0,0,0,19168,125187,474,452,0,0,551,0,0,31,0,0,0,0,0,0,0,0,20584,201,0,20584,201,0,142,0,0,142,0,0,29,0,0,32,0,0,0,0,0,0,0,0,18450,23,0,35,0,0,0,0,0,0,0,0,0,2,40,0,0,11,2,9,6,7,7,"Yes","Sirs Mandarin",1,1,26,1,26,0,0,0,0,0,0,0,21230,16,680,208,0,255,215,380,349,29,0,4,63,0,184,0
"17",33,"Aurora",2009,27,"Aurora","","15145 Yonge Street","L4G1M1","Aurora","","www.library.aurora.on.ca","Public or Union Library",53686,17020,0,0,"01/01/2009","12/31/2009","SOLS",31459,0,"Nil",45422,2589145,0,0,121,91815,8022,0,2734525,0,0,168463,0,168463,309773,24294,2105902,14722,31183,13743,0,82046,100458,0,0,137867,2819988,83000,5667,98,1,5711,118,1,15,0,0,4,4,0,4,4,0,139613,5800,935,140171,5802,935,38,15,1,38,15,1,231,9,2,42,1,0,0,0,0,0,0,0,41382,23,0,35,8,4,0,6,0,0,0,1,33,0,0,23,491,14,7,46,27,17,4,"Yes","SirsiDynix Horizon/HIP",1,1,61.5,0,0,0,0,0,0,0,0,0,638602,515,8529,971,1416,1050,5342,13443,1902,1027,4271,170,269,12,7598,6984
"18",488,"Aweres LSB",2009,80,"Aweres LSB","","Box 300 Shetland Park","P6A5K7","Sault Ste Marie","","localservicesboardofaweres@shaw.ca","Contracting LSB",680,0,0,0,"04/01/2009","03/31/2010","",0,0,"Nil",3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",61,"Baldwin Twp",2009,88,"Baldwin Twp","","P.O. Box 7095","P0P1M0","McKerrow","11 Spooner St","www.townshipofbaldwin.ca","Contracting Municipality",553,353,0,0,"01/01/2009","12/31/2009","",0,0,"Nil",1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",62,"Bancroft",2009,51,"Bancroft","Town of Bancroft","P.O. Box 127","K0L1C0","Bancroft","14 Flint Street","bancroftlibrary@bellnet.ca","Public or Union Library",3838,1925,1578,1317,"01/01/2009","12/31/2009","SOLS",2394,1368,"Surplus",8867,87000,16595,30151,4213,4702,0,1876,153404,0,0,0,0,0,36533,963,88287,1222,10762,1946,1420,4985,0,0,0,6354,152472,2665,239,0,0,275,0,0,31,0,0,0,0,0,0,0,0,18403,0,0,18586,0,0,1077,0,0,1085,0,0,39,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,0,0,0,0,0,0,0,0,0,1,26,4,43,2,7,8,6,2,8,"Yes","Mandarin",1,1,29,0,0,0,0,0,0,0,0,0,33612,44,934,418,385,443,1414,639,38,124,0,0,143,31,303,59
"21",43,"Barrie",2009,70,"Barrie","","60 Worsley Street","L4M1L6","Barrie","","http://www.library.barrie.on.ca","Public or Union Library",140000,50123,9832,4375,"04/01/2009","03/31/2010","SOLS",55008,201859,"Surplus",271808,3937604,116858,18519,4912,295657,0,0,4645358,0,0,0,0,0,642370,81185,3048218,50617,300641,11954,0,105196,0,0,0,285394,4525575,0,3354,35,0,7571,99,0,74,7,0,0,0,0,0,0,0,210822,8139,619,271272,9326,619,21350,452,75,26453,490,75,242,7,0,52,7,0,0,0,0,0,0,0,22128,23,0,35,11,4,0,66,150,11,374,4,129,0,0,66,1188,150,205,43,34,39,41,"Yes","Horizon",1,1,63,0,0,0,0,0,0,0,0,0,1670975,942,22736,2525,2439,2479,2311,29787,4069,432,6113,0,691,6,12087,46767
"22",393,"Beausoleil FN",2009,70,"Beausoleil FN","","80 Kate Kegwin Street","L0K1C0","Christian Island","","http;//www.olsn.ca/bfnlibrary","First Nations Library",598,0,0,0,"01/01/2009","12/31/2009","SOLS",398,0,"Nil",2164,36390,0,68973,50,0,0,5656,113233,0,0,0,0,0,1900,812,39064,2448,15759,1284,5568,7065,0,0,0,2571,76471,0,50,0,0,80,0,0,4033,0,0,0,0,0,0,0,0,5231,0,0,5231,0,0,77,0,0,77,0,0,30,0,0,27,0,0,0,0,0,0,0,0,18460,23,0,35,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,18,18,0,18,"No","",1,1,35,0,0,0,0,0,0,0,0,0,687,250,3560,0,0,0,0,60,120,200,10,20,6,0,225,0
"23",35,"Beckwith Twp",2009,55,"Beckwith Twp","","R.R.#2","K7C3P2","Carleton Place","1702 9th Line Beckwith","www.twp.beckwith.on.ca","Contracting Municipality",6254,2799,0,0,"01/01/2009","12/31/2009","",0,0,"Nil",9425,79958,0,0,0,0,0,0,89383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89383,0,89383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
