"","LibID","Library","Year","LibraryType","Street","City","Province","PostalCode","Upper.Tier.Code","OLS.N.SOLS","Population","Household","Permanent.locations","Mobile.library.stop.locations","Deposit.stations","TOTAL.SERVICE.POINTS","Service.points.with.full.system.catalogues","Mobile.libraries","Active.cardholders","Main.Library.with.Full.System.Catalogue","Print.Volumes.added..English","Print.Volumes.added..French","Print.Volumes.added..Other.languages","Print.Volumes.added..Total","Print.Titles.added..English","Print.Titles.added..French","Print.Titles.added..Other.languages","Print.Titles.added..Total","Print.Volumes.held..English","Print.Volumes.held..French","Print.Volumes.held..Other.languages","Print.Volumes.held..Total","Print.Titles.held..English","Print.Titles.held..French","Print.Titles.held..Other.languages","Print.Titles.held..Total","Print.Reference.Titles.held..among.total.","Uncatalogued.Circulating.Print.Volumes.Held","Print.Serials.Periodicals..Total","Unbound.Materials..linear.metres...Total","Microform.Serial.Periodical.Titles.added","All.Other.Microform.Titles.added","Microform.Serial.Periodical.Titles.held","All.Other.Microform.Titles.held","Microform.Titles.added..Total","Microform.Titles.held..Total","Titles.added..16mm.film","Titles.added..Sound.recordings","Titles.added..CDs..audio.","Titles.added..Talking.books","Titles.added..Video.laser.disc..DVD","Titles.added..Video.tape","Titles.held..16mm.film","Titles.held..Sound.recordings","Titles.held..CDs..audio.","Titles.held..Talking.books","Titles.held..Video.laser.disc..DVD","Titles.held..Video.tape","Titles.added..All.other.formats","Titles.held..All.other.formats","AV.Titles.Added..Total","AV.Titles.held..Total","Volumes.added..CD.ROM","Volumes.added..Computer.Diskette","Volumes.added..Other.Computer.Readable.formats","Volumes.added..Total.Computer.Readable","Titles.added..CD.ROM","Titles.added..Computer.Diskette","Titles.added..Other.Computer.Readable.formats","Total.Computer.Readable..Titles.Added","Volumes.held..CD.ROM","Volumes.held..Computer.Diskette","Volumes.held..Other.Computer.Readable.formats","Total.Computer.Readable.Volumes.Held","Titles.held..CD.ROM","Titles.held..Computer.Diskette","Titles.held..Other.Computer.Readable.formats","Total.Computer.Readable.Titles.Held","Computer.Readable.Reference.Titles.held..among.total.","Serial.Periodical.Full.Text.Titles.held..CD.ROM","Serial.Periodical.Full.Text.Titles.held..Computer.Diskette","Serial.Periodical.Full.Text.Titles.held..Other.Computer.formats","Total.Computer.Readable.Serial.Periodical.Full.Text.Titles.Held","Full.Text.Titles.held..CD.ROM","Full.Text.Titles.held..Computer.Diskette","Full.Text.Titles.held..Other.Computer.Readable.formats","Full.Text.Computer.Readable.Titles.Held..Total","Local.Information.Databases","All.other.non.book.titles.added..not.previously.counted.","All.other.non.book.titles.held..not.previously.counted.","Federal.publications..1.Full.Depository..2.Selective.Depository","Prov.publications..1.Full.Depository..2.Selective.Depository","X16mm.films.booked.circulated","X16mm.film.showings","X16mm.film.audience","Direct.Circulation..Sound.recordings","Direct.Circulation..CD..audio.","Direct.Circulation..Talking.books","Direct.Circulation..Videodiscs.laser.discs","Direct.Circulation..Videotapes","Total..AV.direct.circulation","Total.computer.readable.materials.direct.circulation","ANNUAL.DIRECT.CIRCULATION..all.materials.","Bulk.Loans.sent.to.other.libraries","Bulk.Loans.received.from.other.libraries","Total.annual.interbranch.bulk.transactions","Typical.Week.in.library.materials.use","ANNUAL.DIRECT.CIRCULATION..for.all.materials","Typical.Week.direct.circulation","Total.Annual.in.library.materials.use","ILL.Books.borrowed","ILL.Books.lent","ILL.Periodicals.borrowed","ILL.Periodicals.lent","ILL.16mm.film.borrowed","ILL.16mm.film.lent","ILL.Talking.Books.borrowed","ILL.Talking.Books.lent","ILL.video.borrowed","ILL.video.lent","ILL.all.other.borrowed","ILL.all.other.lent","ILL.Total.Borrowed.2","ILL.Total.Lent.1","ILL.borrowed.from.public.libraries.in.own.OLS.region","ILL.lent.to.public.libraries.in.own.OLS.region","ILL.borrowed.from.non.public.libraries.in.own.OLS.region","ILL.lent.to.non.public.libraries.in.own.OLS.region","ILL.borrowed.from.Ont.public.libraries.outside.own.OLS.region","ILL.lent.to.Ont.public.libraries.outside.own.OLS.region","ILL.borrowed.from.non.public.libraries.outside.own.OLS.region","ILL.lent.to.Ont.non.public.libraries.outside.own.OLS.region","ILL.borrowed.from.libraries.outside.Ontario","ILL.lent.to.libraries.outside.Ontario","ILL.borrowed.from.libraries.outside.Canada","ILL.lent.to.libraries.outside.Canada","ILL.Total.Borrowed.1","ILL.Total.Lent.2","Typical.Week.reference.requests","ANNUAL.DIRECT.CIRCULATION..all.materials","Typical.Week...direct.circulation","Total.Annual.Reference.Requests","Typical.Week.visits","Typical.Week.telephone.requests","Typical.Week.fax.electronic.requests","Typical.Week.mail.requests","Typical.Week.OPAC.access","Total.Typical.Week.library.uses","ANNUAL.DIRECT.CIRCULATION.of.all.materials","Typical.Week..direct.circulation","Annual.Library.Uses","Total.Annual.Program.Attendance","Regular.program.attendance","Internet.classes.tutorials.attendance","Total.library.computer.workstations","OPAC..staff.only.","OPAC..staff.assisted.","OPAC..public.","INFO..staff.only.","INFO..staff.assisted.","INFO..public.","Other.CD.ROM..stand.alone..Staff.only.","Other.CD.ROM..stand.alone..Staff.assisted.","Other.CD.ROM..stand.alone..Public.","Other.CD..ROM..networked..staff.only..","Other.CD.ROM..networked..Staff.assisted.","Other.CD.ROM..networked..Public.","Internet..stand.alone..staff.only.","Internet..stand.alone..staff.assisted.","Internet..stand.alone..public.","Internet..networked..staff.only.","Internet..networked..staff.assisted.","Internet..networked..public.","Other.online.information..staff.only..","Other.online.information..staff.assisted.","Other.online.information..public.","Other.software..staff.only.","Other.software..staff.assisted.","Other.software..public.","Internet.Connection..Freenet","Internet.Connection..Commercial.Provider","Internet.Connection..Provincial.Library.Agency","Internet.Connection..Non.Profit.Sector","Internet.Connection.from.Other","No.Connection.to.Internet","Internet.Connection.Via.Dial.up","Internet.Connection.Via.Dedicated.Line","Access.to.online.Govt.info","Subscription.to.online.commercial.databases","DOS","Windows","Unix","Macintosh","Other.Computer.Operating.System","Floor.Space..main.library","Floor.Space..all.other.service.points","Total.Floor.Space..metres.squared.","Seating..main.library","Seating..all.other.service.points","Total.Seating","Weekday.hours..main.library","Saturday.hours..main.library","Sunday.hours..main.library","Total.weekly.Hours..main.library","Total.weekly.Hours..all.other.service.points","Total.Typical.Week.dial.in.hours","Library..Info.science.degree..FT","Other.professional.accreditation..FT","PS.certificate..AV..Media..Library...FT","All.other.FT.staff","Total.full.time.staff","Library..Info.science.degree..PT..FTE.","Other.professional.accreditation..PT..FTE.","PS.certificate..AV..Media..Library...PT..FTE.","All.other.PT.staff..FTE.","Total.part.time.staff..FTE.","Total.Library..Info.Science.Degree..FTE.","Total.other.professional.accreditation..FTE.","Total.PS.Certificate..AV..Media..Library..FTE.","Total.other.staff..FTE.","Total.Staff..FTE.","Volunteers","Volunteer.hours.per.week","Net.balance.from.previous.year","X1.Surplus.2.Deficit.3.Nil","Provincial.operating.grant","Special.grants..all.other.provincial.","TOTAL.PROVINCIAL.GRANTS","Municipal.Operating.Grant","Municipal.Contribution.for.Debt.services","TOTAL.MUNICIPAL.SUPPORT..excluding.capital.","Receipts.from.contracting.municipalities","Receipts.from.OLS.boards.or.other.library.boards","Total.contract.receipts","Income.from.endowment.and.trust.funds","Monetary.donations","Total.donations","Other.grants","Transfers.from.reserves","Revenue..equipment.rental","Revenue..space.rental","Total.rental.revenue","Fines","Damages.recovered","Non.resident.fees","Revenue..programs.events","Misc.revenue","Total.all.other.current.revenue","TOTAL.CURRENT.REVENUE","Library.staff.salaries..public.service","Library.staff.salaries..support.services","Total.library.staff.salaries","Student..work.program.salaries..public.service","Student..work.program.salaries..support.services","Total.student..work.program.salaries","Library.paid.maintenance.staff.salaries","TOTAL.SALARIES.AND.WAGES","Books.expenditure","Serials..Periodicals.expenditure","X16mm.films.expenditure","Sound.recordings.expenditure","CDs..audio..expenditure","Talking.books.expenditure","Videodiscs.expenditure","Videotapes.expenditure","Computer.readable.materials.expenditure","Microforms.expenditure","All.other.library.materials.expenditure","TOTAL.MATERIALS.EXPENDITURE","Payment.to.operating.public.library..1.","Payment.to.operating.public.library..2.","Payment.to.operating.public.library..3.","Total.payments.to.operating.library.boards","Internet.services.expenditure","Online.services.expenditure","Total.Internet.and.Online.services.expenditure","Technical.service.expenditures..acquisitions.and.cataloguing","Other.service.expenditures..data.processing..security..etc","Total.service.expenditures","Supplies..Equipment.expenditures","All.other.expenditures.not.already.reported","Total.all.other.library.operating.expenditures","TOTAL.LIBRARY.OPERATING.EXPENDITURE","Principal.payments.on.long.term.debt","Interest.on.long.term.debt","Transfers.to.reserve","Returned.to.government","Total.debt.charges.and.other.current.expenditure","TOTAL.CURRENT.EXPENDITURE","Capital.Proceeds.from.debentures","Provincial.capital.grant","Municipal.capital.grant","Donations.for.capital","Transfers.from.reserve.to.capital","All.other.capital.revenue","TOTAL.CAPITAL.FUNDS","Land..buildings.expenditure","Furniture..equipment..non.IT..expenditure","Transfers.to.reserve..from.capital.","IT.hardware","Other.capital.expenditure","TOTAL.CAPITAL.EXPENDITURE"
"1",2,"Admaston",1999,"Contracting Municipality","R.R. #2","Renfrew","ONTARIO","K7V3Z5",69,"SOLS",2831,1235,0,0,0,0,0,0,0,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No","No",0,"No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nil",3329,0,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329,0,0,3329,0,0,0,0,0,0,0,0,0,3329,0,0,0,0,0,3329,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",3,"Adjala-TosorontioTwp",1999,"Contracting Municipality","P.O. Box 94, 2821 Highway 50","Loretto","ONTARIO","L0G1L0",70,"SOLS",9221,3191,0,0,0,0,0,0,0,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No","No",0,"No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nil",13821,0,13821,21376,0,21376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34146,960,0,35106,0,0,0,0,0,0,0,0,0,35106,0,0,0,0,0,35106,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",4,"Alfred & Plantagenet Twp",1999,"Public or Union Library","B.P. 350","Plantagenet","ONTARIO","K0B1L0",67,"SOLS",8279,3436,5,0,0,5,5,0,2454,"Yes",279,950,0,1229,279,950,0,1229,4613,23466,0,28079,4544,23171,0,27715,264,1920,54,6,0,0,0,0,0,0,0,0,2,0,0,27,0,54,2,29,0,339,0,0,29,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full Depository","Full Depository",0,0,0,13,0,37,0,743,793,0,33277,60,5942,537,4980,33277,652,254171,158,88,0,0,0,0,0,0,0,0,6,0,164,88,164,88,0,0,0,0,0,0,0,0,0,0,164,88,58,33277,652,2960,290,45,0,0,0,335,33277,652,17097,1150,0,1150,16,3,0,1,3,0,0,0,0,0,3,0,0,1,4,11,1,4,11,0,0,0,5,4,7,"No","Yes","No","No",0,"No","Yes","Yes","No","No","Yes","Yes","No","No","No",0,423,423,0,60,60,0,0,0,0,63,63,0,0,0,0,0,0.6,0,0,1.3,1.9,0.6,0,0,1.3,1.9,6,7,5215,"Deficit",15665,0,15665,88887,0,88887,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,0,0,2528,107080,48848,0,48848,0,0,0,0,48848,14030,0,0,0,0,0,0,0,0,0,0,14030,18920,0,0,18920,0,0,0,2948,0,2948,1765,19282,23995,105793,0,0,0,0,0,105793,0,0,2434,0,11595,0,14029,14029,0,0,0,0,14029
"4",5,"Addington Highlands Twp",1999,"Public or Union Library","P.O. Box 72","Flinton","ONTARIO","K0H1P0",57,"SOLS",2103,2427,2,0,0,2,0,0,184,"No",275,0,0,275,275,0,0,275,7796,0,0,7796,7786,0,0,7786,10,1436,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,12,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"N/A","N/A",0,0,0,0,0,0,0,0,0,0,5695,0,0,0,57,5695,105,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5695,105,163,56,0,0,0,0,56,5695,105,3037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,"No","Yes","No","No",0,"No","Yes","No","No","No","No","Yes","No","No","No",36,52,88,15,12,27,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0.35,0.35,0,0,8633,"Surplus",11434,5000,16434,0,0,0,0,0,0,0,620,620,0,0,0,0,0,40,0,0,0,605,645,17699,4800,0,4800,0,0,0,68,4868,1952,54,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,558,211,769,0,0,0,110,5426,6305,13179,0,0,0,0,0,13179,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",6,"Alice & Fraser Twp",1999,"Contracting Municipality","460 Witt Rd, R.R. #4","Pembroke","ONTARIO","K8A6W5",69,"SOLS",4043,1505,0,0,0,0,0,0,0,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No","No",0,"No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nil",6324,0,6324,28558,0,28558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34882,0,0,34882,0,0,0,0,0,0,0,0,0,34882,0,0,0,0,0,34882,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",10,"Augusta Twp",1999,"Public or Union Library","R.R. #2","Brockville","ONTARIO","K6V5T2",56,"SOLS",7327,2885,1,0,0,1,1,0,1900,"Yes",1537,3,0,1540,1532,3,0,1535,16631,57,0,16688,16626,57,0,16683,195,0,24,21,0,0,0,0,0,0,0,14,0,0,0,5,0,124,0,0,0,72,0,0,19,196,2,1,0,3,2,1,0,3,16,24,0,40,6,16,0,22,3,0,0,0,0,3,1,0,4,0,0,0,"Selective Depository","Selective Depository",0,0,0,316,0,0,0,97,413,0,30772,0,0,0,491,30772,599,25224,264,0,0,0,5,0,0,0,0,0,0,0,269,0,269,0,0,0,0,0,0,0,0,0,0,0,269,0,10,30772,599,514,352,16,0,0,0,368,30772,599,18905,212,200,12,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,8,"No","Yes","No","No",0,"No","Yes","No","No","No","Yes","Yes","No","No","No",370,0,370,34,0,34,23.5,2.5,0,26,0,0,0,0,0,0,0,0,0,0,1.24,1.24,0,0,0,1.24,1.24,6,13.5,6786,"Surplus",14474,0,14474,47000,0,47000,0,0,0,0,5748,5748,0,0,0,0,0,4321,0,0,0,13452,17773,84995,36328,0,36328,0,0,0,0,36328,14055,0,0,0,0,0,0,0,0,0,0,14055,0,0,0,0,0,0,0,0,0,0,0,12264,12264,62647,0,0,0,0,0,62647,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",11,"Atikokan Twp",1999,"Public or Union Library","Civic Centre","Atikokan","ONTARIO","P0T1C0",87,"OLS-N",3493,1646,1,0,4,5,1,0,3043,"Yes",3676,0,0,3676,1100,0,0,1100,34205,273,43,34521,33200,273,43,33516,1184,129,72,37.5,17,81,284,211,98,495,0,37,110,25,0,10,0,309,183,767,0,714,0,0,182,1973,15,0,0,15,3,0,0,3,88,0,0,88,76,0,0,76,76,0,0,0,0,88,0,0,88,4,50,1973,"Selective Depository","N/A",0,0,0,2201,457,4300,0,9723,16681,6,140952,888,109,25,325,140952,1589,28829,109,861,0,0,0,0,0,26,0,1,0,0,109,888,109,886,0,0,0,0,0,0,0,1,0,1,109,888,165,140952,1589,14636,627,141,5,75,48,896,140952,1589,79479,4460,4268,192,19,4,5,10,1,2,0,0,0,2,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,"No","No","No","Yes",0,"No","No","Yes","Yes","No","No","Yes","No","No","No",232,0,232,100,0,100,29,5,0,34,0,34,0,1,0,0,1,0,0,1.35,0.8,2.15,0,1,1.35,0.8,3.15,15,10,-24322,"Deficit",11221,38697,49918,136155,0,136155,0,2650,2650,40,25010,25050,22090,0,70,0,70,2261,284,240,430,6189,9474,245337,49768,41474,91242,9393,53142,62535,7508,161285,10287,1120,0,0,308,274,0,300,1546,0,2516,16351,0,0,0,0,0,0,0,2269,20899,23168,4524,38898,66590,244226,0,0,21035,0,21035,265261,0,0,0,42000,0,0,42000,0,0,0,0,0,0
"8",12,"Amaranth Twp",1999,"Contracting Municipality","R.R. #7","Orangeville","ONTARIO","L9W2Z3",43,"SOLS",3234,1202,0,0,0,0,0,0,0,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No","No",0,"No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nil",5167,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23473,24613,13606,61692,0,0,0,0,0,0,0,0,0,61692,0,0,0,0,0,61692,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",13,"Armstrong Twp",1999,"Public or Union Library","C.P. Box 39, 35 10 rue","Earlton","ONTARIO","P0J1E0",90,"OLS-N",1334,522,1,0,0,1,1,0,825,"Yes",100,125,0,225,100,125,0,225,4360,5985,0,10345,4275,5867,0,10142,572,300,32,9,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,530,0,0,80,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full Depository","Full Depository",0,0,0,0,0,0,0,530,530,0,20844,0,0,0,328,20844,107,63896,328,0,0,0,0,0,0,0,0,0,0,0,328,0,328,0,0,0,0,0,0,0,0,0,0,0,328,0,35,20844,107,6818,136,34,0,0,0,170,20844,107,33116,90,90,0,7,1,2,1,1,2,1,3,3,0,0,0,0,2,2,2,0,0,2,0,0,0,2,0,2,"No","No","Yes","No",0,"No","No","Yes","Yes","No","Yes","Yes","No","No","Yes",100,0,100,28,0,28,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0.77,0.77,0,0,0,0.77,0.77,8,17,18531,"Surplus",2817,0,2817,12274,0,12274,1139,0,1139,27,11470,11497,0,3000,0,350,350,400,0,0,0,460,1210,31937,12274,0,12274,0,0,0,0,12274,464,270,0,0,0,0,0,92,0,0,0,826,0,0,0,0,0,0,0,0,0,0,6602,1428,8030,21130,0,0,0,0,0,21130,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",14,"Arnprior",1999,"Public or Union Library","21 Madawaska Street","Arnprior","ONTARIO","K7S1R6",69,"SOLS",6552,3090,1,0,0,1,1,0,4274,"Yes",2956,0,0,2956,2924,0,0,2924,41934,153,0,42087,41503,153,0,41656,145,0,34,2,0,0,0,0,0,0,0,0,25,83,0,89,0,0,285,393,0,700,0,0,197,1378,2,0,0,2,2,0,0,2,4,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,"Selective Depository","Selective Depository",0,0,0,0,477,1453,0,4394,6324,8,102908,0,4,0,480,102908,1784,27688,249,489,0,0,8,0,158,0,4,0,0,0,419,489,347,286,4,0,61,203,5,0,2,0,0,0,419,489,283,102908,1784,16325,1438,12,118,0,0,1568,102908,1784,90448,5254,5013,241,12,5,0,3,1,0,0,0,0,0,4,0,0,0,0,0,5,0,2,0,0,0,2,0,1,"No","Yes","No","No",0,"No","Yes","No","Yes","No","No","Yes","No","No","No",712,0,712,38,0,38,36,7,0,43,0,0,0,0,2,0,2,0,0,0,1.75,1.75,0,0,2,1.75,3.75,5,8,7053,"Surplus",15636,0,15636,116668,0,116668,0,0,0,301,6825,7126,5020,0,0,0,0,14179,691,11092,553,21269,47784,192234,119438,0,119438,6115,0,6115,0,125553,35838,1526,0,0,490,835,0,1060,0,0,0,39749,0,0,0,0,0,0,0,850,2098,2948,6569,4265,13782,179084,0,0,4600,0,4600,183684,0,0,0,0,0,0,0,0,0,0,0,0,0
