LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
5,Addington Highlands Twp,2001,57,Addington Highlands Twp,Township of Addington Highlands,Box 72,K0H1P0,Flinton,"3641 Flinton Rd. Flinton, Ontario",www.addingtonhighlandspubliclibrary.ca,Public or Union Library,2112,2438,0,0,01/01/2001,12/31/2001,SOLS,444,1429,Surplus,11434,1913,0,0,0,0,0,0,13347,0,0,0,0,0,5460,300,5741,425,504,1368,174,344,0,0,0,269,14585,253,1201,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,13014,0,0,13501,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,10,3,3,0,3,No,,0,0,0,0,0,2,10,0,0,0,0,0,4756,1,49,18,0,21,0,76,4,6,0,0,0,0,36,0
3,Adjala-TosorontioTwp,2001,70,Adjala-TosorontioTwp,,"7855 Sideroad 30, RR # 1",L9R1V1,Alliston,,www.townshipadjtos.on.ca,Contracting Municipality,9750,3281,0,0,01/01/2001,12/31/2001,,0,0,Nil,13821,28648,0,0,0,0,0,0,42469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42427,42,42469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Admaston - Bromley Public Library,2001,69,Admaston - Bromley Public Library,Township of Admaston/Bromley,P O Box 130,K0J1S0,Douglas,5346 Highway 60,http://www.admastonbromleylibrary.com,Public or Union Library,2792,1243,0,0,01/01/2001,12/31/2001,OLS-N,388,11224,Surplus,5518,3500,652,2740,250,394,0,0,13054,0,0,0,0,0,1936,0,6779,275,1839,1351,0,1549,0,0,0,1035,14764,0,50,0,0,150,0,0,0,0,0,5,0,0,5,0,0,5537,30,0,5668,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,2,3,3,0,1,No,,0,1,8,0,0,0,0,0,0,0,0,0,14500,30,900,0,0,0,0,495,48,50,340,0,11,105,165,0
32,Ajax,2001,10,Ajax,,55 Harwood Ave. South,L1S2H8,Ajax,,www.townofajax.com/library/index.html,Public or Union Library,66958,22926,0,0,01/01/2001,12/31/2001,SOLS,42997,1515,Surplus,154654,1768300,0,960,1092,76684,0,7096,2008786,39517,0,41372,782191,863080,209363,1972,1330950,13570,280967,17400,0,0,0,0,0,137295,1991517,1916,2586,0,0,5533,0,0,0,0,0,51,0,0,55,0,0,113419,2647,2442,149908,2989,2738,164,0,0,192,0,0,207,0,3,6,0,0,0,0,0,0,0,0,0,0,0,35,3,2,0,9,0,0,0,0,0,0,0,37,720,0,0,36,16,16,4,Yes,DYNIX,0,1,62,2,69,0,0,0,0,0,0,0,484498,600,11570,160,514,735,1075,10431,1494,887,0,0,993,0,6552,430
390,Alderville FN,2001,61,Alderville FN,,P.O. Box 46,K0K2X0,Roseneath,"11696 Second Line Road, Alderville, Ontario",http://aldervillelearningcentre.com/index.php/library.html,First Nations Library,282,0,0,0,04/01/2001,03/31/2002,SOLS,121,-3,Deficit,1329,5171,0,14000,3446,1914,0,0,25860,0,0,0,0,0,4000,0,16171,1181,2400,1000,250,400,0,0,0,458,25860,0,23,0,6,44,0,6,0,0,0,28,0,0,46,0,0,2238,0,397,2288,0,407,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,3,6,3,3,0,3,Yes,Lexifile (available only on Librarians Computer,0,1,20,0,0,0,0,0,0,0,0,0,2819,540,600,115,0,135,0,52,30,16,0,0,5,1,46,0
4,Alfred & Plantagenet Twp,2001,67,Alfred & Plantagenet Twp,Township of Alfred & Plantagenet,C.P. 10,K0B1J0,Lefaivre,"1963, rue de l'Hôtel de Ville, C.P. 10, Lefaivre ON",www.alfred-plantagenet.ca,Public or Union Library,8290,3451,0,0,01/01/2001,12/31/2001,SOLS,2399,737,Surplus,15665,103217,0,0,0,3083,4691,0,126656,0,0,0,0,0,16253,0,50695,2162,18100,3084,0,0,0,0,23110,6935,120339,5076,43,192,1,231,434,1,0,0,0,1,1,0,1,1,0,3895,22169,2,4965,24434,2,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,6,61,11,28,21,21,15,21,Yes,MANDARIN,0,0,0,3,43,2,20,0,0,0,0,0,37443,9,751,216,65,219,58,813,158,93,0,0,50,16,350,91
391,Algonquins of Pikwakanagon FN,2001,69,Algonquins of Pikwakanagon FN,,1657A Mishomis Inamo,K0J1X0,Golden Lake,,www.algonquinsof pikwakanagan.com/Education%20library%20 2004.htm,First Nations Library,392,0,0,0,04/01/2001,03/31/2002,SOLS,325,0,Nil,2388,1409,0,17500,220,0,0,0,21517,0,0,0,0,0,0,0,18799,0,1500,1204,0,220,0,0,0,0,21723,0,208,0,0,311,0,0,0,0,0,42,0,0,172,0,0,4868,85,0,5164,85,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,8,7,0,8,No,,0,1,20,0,0,0,0,0,0,0,0,0,650,40,240,0,0,0,0,13,26,6,0,0,23,0,25,0
487,Alnwick/Haldimand Twp,2001,61,Alnwick/Haldimand Twp,,2363 County Road 23,K0K2G0,Grafton,,www.alnwickhaldimand.ca,Public or Union Library,5392,2806,0,0,01/01/2001,12/31/2001,SOLS,1250,0,Nil,16751,93230,0,9600,6485,1570,0,0,127636,0,0,20000,0,20000,22132,0,31431,653,0,3721,0,32400,0,0,0,9351,99688,20000,270,0,0,551,0,0,0,0,0,4,0,0,4,0,0,29882,0,0,30018,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,6,37,2,2,8,3,5,8,Yes,Winnebago/Spectrum,0,0,0,1,12,2,20,0,0,0,0,0,30564,6,188,682,0,731,0,732,463,53,0,0,73,43,241,0
12,Amaranth Twp,2001,43,Amaranth Twp,,R.R. #7,L9W2Z3,Orangeville,374028 6th Line Amaranth,www.amaranth-eastgary.ca,Contracting Municipality,3412,1214,0,0,01/01/2001,12/31/2001,,0,0,Nil,5167,69178,0,0,0,0,0,0,74345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74345,0,74345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Armstrong Twp,2001,90,Armstrong Twp,,C.P. 39,P0J1E0,Earlton,35-10th Street,http://www.olsn.ca/armstrong,Public or Union Library,1354,523,330,138,01/01/2001,12/31/2001,OLS-N,921,21469,Surplus,2817,17242,861,0,4092,907,0,0,25919,0,0,0,0,0,2360,0,13474,125,1886,955,0,1853,0,0,0,52,20705,0,25,75,0,182,346,0,0,0,0,1,1,0,1,1,0,82,59,0,410,295,0,19,25,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,12,0,0,10,8,8,8,Yes,Winnebago (DOS),0,1,27,0,0,0,0,0,0,0,0,0,50699,0,0,0,0,119,115,116,132,11,6,0,12,5,121,21
