LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
5,Addington Highlands Twp,2006,57,Addington Highlands Twp,Township of Addington Highlands,Box 72,K0H1P0,Flinton,"3641 Flinton Rd. Flinton, Ontario",www.addingtonhighlandspubliclibrary.ca,Public or Union Library,2099,2600,0,0,01/01/2006,12/31/2006,SOLS,715,11014,Surplus,11434,27599,0,37189,94,3123,0,1936,81375,0,0,0,0,0,19207,0,25590,738,15835,1831,2213,10633,0,0,0,5509,81556,0,34,0,0,119,0,0,0,0,0,0,0,0,0,0,0,11391,12,0,11391,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5,24,6,12,8,8,0,8,No,,0,1,12,1,12,0,0,0,0,0,0,0,9136,35,546,77,0,77,0,189,0,21,0,0,0,0,112,91
3,Adjala-TosorontioTwp,2006,70,Adjala-TosorontioTwp,,"7855 Sideroad 30, RR # 1",L9R1V1,Alliston,,www.townshipadjtos.on.ca,Contracting Municipality,9381,4032,0,0,01/01/2006,12/31/2006,,0,0,Nil,13821,27484,0,0,0,0,0,0,41305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41305,0,41305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Admaston - Bromley Public Library,2006,69,Admaston - Bromley Public Library,Township of Admaston/Bromley,P O Box 130,K0J1S0,Douglas,5346 Highway 60,http://www.admastonbromleylibrary.com,Public or Union Library,2785,1293,0,0,04/01/2006,03/31/2007,SOLS,480,7382,Surplus,5518,3599,752,14761,350,248,0,885,26113,0,0,0,0,0,3154,0,3804,0,1452,1919,0,1047,0,0,0,6056,17432,0,50,0,0,50,0,0,0,0,0,5,0,0,5,0,0,6500,100,0,6550,100,0,5,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,10,1,3,5,5,0,5,No,,0,1,12,0,0,0,0,0,0,0,0,0,10625,10,350,0,0,0,0,289,52,156,0,0,31,151,245,0
32,Ajax,2006,10,Ajax,,55 Harwood Ave. South,L1S2H8,Ajax,,www.townofajax.com/library/index.html,Public or Union Library,74907,26035,0,0,04/01/2006,03/31/2007,SOLS,55146,108590,Surplus,154654,2609600,0,4781,739,106568,0,13512,2889854,0,0,83993,0,83993,488204,12535,2058204,17729,298351,16438,0,26839,0,0,0,0,2918300,83993,2607,15,0,5994,153,0,0,0,0,0,0,0,0,0,0,139970,5428,3950,187426,5933,4194,407,0,0,486,0,0,229,0,0,24,0,0,0,0,0,0,0,0,19000,0,0,35,4,2,0,7,0,0,0,0,0,0,0,54,918,0,0,53,37,16,0,Yes,Horizon,0,1,62,2,86,0,0,0,0,0,0,0,733635,865,19373,599,1106,736,3193,15572,2959,1502,878,0,1756,261,7240,2289
390,Alderville FN,2006,61,Alderville FN,,P.O. Box 46,K0K2X0,Roseneath,"11696 Second Line Road, Alderville, Ontario",http://aldervillelearningcentre.com/index.php/library.html,First Nations Library,314,0,0,0,04/01/2006,03/31/2007,SOLS,126,0,Nil,1329,6051,0,25100,3971,300,0,0,36751,0,0,0,0,0,12368,0,17722,1187,2690,1414,700,670,0,0,0,0,36751,0,373,0,0,439,0,0,0,0,0,9,0,0,9,0,0,4465,0,508,4529,0,548,28,0,0,30,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,20,1,1,4,4,4,4,Yes,STACKS,0,1,20,0,0,0,0,0,0,0,0,0,1664,20,477,39,0,68,0,230,28,10,0,0,3,0,30,0
4,Alfred & Plantagenet Twp,2006,67,Alfred & Plantagenet Twp,Township of Alfred & Plantagenet,C.P. 10,K0B1J0,Lefaivre,"1963, rue de l'Hôtel de Ville, C.P. 10, Lefaivre ON",www.alfred-plantagenet.ca,Public or Union Library,8002,3596,0,0,01/01/2006,12/31/2006,SOLS,1466,4226,Surplus,15665,181735,0,45389,0,4487,2000,0,249276,0,0,0,0,0,83085,0,104821,2220,30303,4178,0,8356,0,0,0,1205,234168,1343,90,151,0,102,452,0,0,0,0,1,1,0,1,1,0,6577,35747,0,6665,36659,0,4,9,0,4,9,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,25,1,16,5,69.5,5,13,23,23,20,23,Yes,Mandarin,0,0,0,3,43,2,19,0,0,0,0,0,40980,84,664,142,0,168,0,906,107,88,10,0,13,0,392,5
391,Algonquins of Pikwakanagon FN,2006,69,Algonquins of Pikwakanagon FN,,1657A Mishomis Inamo,K0J1X0,Golden Lake,,www.algonquinsof pikwakanagan.com/Education%20library%20 2004.htm,First Nations Library,412,0,0,0,04/01/2006,03/31/2007,SOLS,175,0,Nil,2388,17388,0,23500,350,0,0,0,43626,0,0,0,0,0,3122,0,16663,350,286,1568,0,0,0,20642,0,0,42631,0,12,0,0,212,0,0,0,0,0,49,0,0,49,0,0,3532,0,0,3532,0,0,200,0,0,200,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,6,6,0,6,Yes,winnebego,0,1,20,0,0,0,0,0,0,0,0,0,1588,54,414,0,0,0,0,46,0,16,0,0,0,0,20,0
487,Alnwick/Haldimand Twp,2006,61,Alnwick/Haldimand Twp,,2363 County Road 23,K0K2G0,Grafton,,www.alnwickhaldimand.ca,Public or Union Library,5527,2939,0,0,01/01/2006,12/31/2006,SOLS,949,0,Nil,16751,85817,0,46300,1156,2265,0,0,152289,0,0,10000,0,10000,36383,840,54550,1242,6257,3552,2859,11434,26003,0,0,9169,152289,1873,426,0,0,674,0,0,0,0,0,5,0,0,5,0,0,32175,0,0,32175,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,30,0,0,6,44,3,3,7,7,0,7,Yes,Winnebago Spectrum 5,0,0,0,3,38,0,0,0,0,0,0,0,29922,79,500,348,0,491,0,740,332,53,0,0,46,2,300,0
12,Amaranth Twp,2006,43,Amaranth Twp,,R.R. #7,L9W2Z3,Orangeville,374028 6th Line Amaranth,www.amaranth-eastgary.ca,Contracting Municipality,3570,1294,0,0,01/01/2006,12/31/2006,,0,0,Nil,5105,70427,0,0,0,0,0,0,75532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70667,4865,75532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Armstrong Twp,2006,90,Armstrong Twp,,C.P. 39,P0J1E0,Earlton,35-10th Street,http://www.olsn.ca/armstrong,Public or Union Library,1265,524,560,237,01/01/2006,12/31/2006,OLS-N,857,31790,Surplus,2817,106115,861,12332,1200,2547,0,0,125872,0,0,0,0,0,8754,0,21650,85,5226,2615,0,1083,0,0,0,0,39413,0,30,79,0,202,382,0,0,0,0,0,0,0,0,0,0,1338,1184,0,5738,5512,0,0,0,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,15,0,0,0,0,1,12,0,0,8,8,2,8,Yes,Winnabago DOS,0,1,23,0,0,0,0,0,0,0,0,0,108530,0,0,0,0,61,47,437,56,11,0,0,22,10,112,0
14,Arnprior,2006,69,Arnprior,Town of Arnprior,21 Madawaska Street,K7S1R6,Arnprior,,http://www.arnprior.library.on.ca/,Public or Union Library,7871,3283,4870,2213,01/01/2006,12/31/2006,SOLS,6848,3973,Surplus,14263,230328,33000,16120,6527,23177,0,9489,332904,0,0,0,0,0,41072,0,193888,1795,55581,1871,1916,8037,16050,0,0,11348,331558,566,189,1,0,343,14,0,0,0,0,4,0,0,4,0,0,52379,67,0,53448,80,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,1,0,0,0,2,42,0,0,4,62,5,20,6,3,3,0,Yes,Spectrum 5.1,0,1,47,0,0,0,0,0,0,0,0,0,121959,399,9463,535,1021,617,2134,2292,490,180,0,0,352,10,1636,140
16,Asphodel-Norwood Twp,2006,66,Asphodel-Norwood Twp,Township of Asphodel-Norwood,P.O. Box 100,K0L2V0,Norwood,2363 County Road 45,www.anpl.org,Public or Union Library,3623,1697,0,0,01/01/2006,12/31/2006,SOLS,1801,0,Nil,8593,87403,0,21000,2030,2893,13348,0,135267,750,3016,0,0,3766,21101,0,63095,1564,13517,2814,1678,3049,37069,0,0,570,144457,1358,225,0,0,225,0,0,1,0,0,0,0,0,0,0,0,26037,40,0,27037,40,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,96,6,20,12,9,10,12,Yes,horizon,0,1,17,1,12,0,0,0,0,0,0,0,15109,232,1856,220,231,254,777,290,40,90,0,0,3,5,198,30
17,Assiginack Twp,2006,83,Assiginack Twp,,Box 280 Manitowaning,P0P1N0,Manitoulin Island,"25A Spragge St., Manitowaning",www.assiginacklibrary.org,Public or Union Library,765,763,0,0,01/01/2006,12/31/2006,OLS-N,840,0,Nil,3483,24000,0,930,775,344,1838,311,31681,0,0,0,0,0,5311,0,18879,792,1368,922,0,3838,0,0,0,948,32058,0,270,0,0,363,0,0,0,0,0,0,0,0,0,0,0,14157,0,0,14157,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,0,0,1,4,3,3,0,2,No,,0,1,18,0,0,0,0,0,0,0,0,0,25438,4,353,79,0,79,73,507,385,23,0,0,160,0,42,0
18,Athens Twp.,2006,56,Athens Twp.,,P.O. Box 309,K0E1B0,Athens,"5 Central Street, Athens",WWW.athenslibrary.ca,Public or Union Library,2809,1314,0,0,01/01/2006,12/31/2006,SOLS,329,237,Surplus,6830,8500,0,13525,1086,537,0,1322,31800,0,0,0,0,0,6226,0,10674,164,6671,962,797,1325,8200,0,0,2376,37395,0,22,0,0,320,0,0,0,0,0,10,0,0,10,0,0,9934,27,0,10229,27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,17,0,0,3,4,3,3,0,3,No,,0,1,12,0,0,0,0,0,0,0,0,0,7682,7,105,444,0,485,0,108,70,9,0,0,36,2,104,0
11,Atikokan Twp,2006,87,Atikokan Twp,,214 Skyes St.,P0T1C0,Atikokan,214 Sykes St.,www.aplibrary.org,Public or Union Library,3172,1642,0,0,01/01/2006,12/31/2006,OLS-N,1100,15400,Surplus,10452,175488,0,28391,4615,3843,0,186,222975,8302,0,0,0,8302,34587,49,120716,1644,24676,2503,0,2948,0,0,0,15589,202712,13000,724,0,0,883,0,0,0,0,0,57,0,0,57,0,0,34105,204,0,34789,204,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,25,0,0,4,20,14,2,10,6,3,7,Yes,Spectrum 5.3,0,1,35.5,0,0,0,0,0,0,3,0,0,39857,135,1825,136,447,176,623,635,147,64,0,0,9,1,245,0
10,Augusta Twp,2006,56,Augusta Twp,,R.R. #2,K6V5T2,Brockville,4500 County Road 15,augustalibrary.com,Public or Union Library,7265,2941,0,0,01/01/2006,12/31/2006,SOLS,1662,6531,Surplus,13297,85167,0,14578,1700,3320,1092,2829,121983,0,0,0,0,0,20789,182,55336,399,19732,1174,1359,5762,0,0,0,9429,114162,8276,112,0,0,222,0,0,0,0,0,1,0,0,1,0,0,22787,143,0,22817,143,0,26,0,0,26,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,40,0,0,9,30,6,6,6,6,Yes,Sirs Mandarin,0,1,26,0,0,0,0,0,0,0,0,0,22949,32,680,223,0,232,223,1303,207,37,0,0,37,0,228,0
1035,Aundeck-Omni-Kaning FN,2006,0,Aundeck-Omni-Kaning FN,Aundeck-Omni-Kaning,"P.O. Box 21, RR #1",P0P1K0,Little Current,13 Hill Street,,First Nations Library,331,0,0,0,04/01/2006,03/31/2007,OLS-N,40,0,Nil,873,0,0,13000,9145,0,0,0,23018,0,0,0,0,0,2201,0,15282,0,3946,1543,0,0,0,0,0,0,22972,0,10,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,6,6,0,0,Yes,Resource Mate 3.0,0,1,20,0,0,0,0,0,0,0,0,0,193,12,56,4,0,4,4,12,18,60,0,0,0,0,60,0
33,Aurora,2006,27,Aurora,,15145 Yonge Street,L4G1M1,Aurora,,www.library.aurora.on.ca,Public or Union Library,45000,14600,0,0,01/01/2006,12/31/2006,SOLS,32228,0,Nil,45422,2164340,0,0,5908,89489,0,0,2305159,0,0,116500,0,116500,263162,23471,1664347,8285,30394,11754,0,74533,82636,0,0,146577,2305159,116500,2222,26,0,5958,67,0,0,0,0,0,0,0,0,0,0,134518,3262,110,144874,5033,836,29,14,0,36,14,0,251,10,1,20,0,0,0,0,0,0,0,0,17559,0,0,35,4,8,0,3,0,0,0,6,198,0,0,18,344,9,4.5,41,24,15,4,Yes,Horizon 7.34,0,1,61.5,0,0,0,0,0,0,0,0,0,553429,465,7947,1243,1496,1286,3800,12146,3198,1368,328,0,1214,17,7490,2865
488,Aweres LSB,2006,80,Aweres LSB,,Box 300 Shetland Park,P6A5K7,Sault Ste Marie,,localservicesboardofaweres@shaw.ca,Contracting LSB,1602,0,0,0,04/01/2006,03/31/2007,,0,0,Nil,3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Baldwin Twp,2006,88,Baldwin Twp,,P.O. Box 7095,P0P1M0,McKerrow,11 Spooner St,www.townshipofbaldwin.ca,Contracting Municipality,570,350,0,0,01/01/2006,12/31/2006,,0,0,Nil,1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Bancroft,2006,51,Bancroft,Town of Bancroft,P.O. Box 127,K0L1C0,Bancroft,14 Flint Street,bancroftlibrary@bellnet.ca,Public or Union Library,3511,1914,1397,1308,01/01/2006,12/31/2006,SOLS,2327,3585,Surplus,8867,80500,5595,47733,1179,6444,0,2551,152869,0,0,0,0,0,31943,0,74934,1295,19087,1729,1101,5083,0,0,0,7754,142926,0,267,0,0,283,0,0,0,0,0,0,0,0,0,0,0,22039,203,287,23003,207,287,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,26,4,43,3,10,7,6,1,7,Yes,Winnebago,0,1,26,0,0,0,0,0,0,0,0,0,30985,11,213,225,221,248,524,598,34,121,0,0,94,28,302,43
43,Barrie,2006,70,Barrie,,60 Worsley Street,L4M1L6,Barrie,,http://www.library.barrie.on.ca,Public or Union Library,130535,42973,8599,4762,01/01/2006,12/31/2006,SOLS,69226,155814,Surplus,271808,3451625,100887,7087,8236,351242,0,0,4190885,0,0,0,0,0,634025,0,2382750,0,420226,0,0,0,234446,0,0,534696,4206143,197728,5587,39,0,9778,124,0,47,8,0,37,0,0,38,0,0,158803,6487,279,225802,7187,285,362,11,0,427,11,0,265,5,0,47,0,0,0,0,0,0,0,0,8000,0,0,35,8,2,0,11,0,2,48,1,24,0,0,21,500,0,0,41,25,37,3,Yes,Horizon,0,1,63,0,0,0,0,0,0,0,0,0,1471582,670,17536,2446,2358,3228,3008,27772,4515,1317,7952,0,1110,2,14044,7947
393,Beausoleil FN,2006,70,Beausoleil FN,,80 Kate Kegwin Street,L0K1C0,Christian Island,,http;//www.olsn.ca/bfnlibrary,First Nations Library,617,0,0,0,04/01/2006,03/31/2007,SOLS,549,0,Nil,2164,19307,0,24000,924,0,0,0,46395,100000,0,0,0,100000,7492,0,24548,1853,5084,2272,500,2000,0,0,0,2646,46395,100000,50,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,3708,0,0,35,0,0,35,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,3,0,0,0,0,0,0,1,40,3,120,10,10,0,10,No,,0,1,35,0,0,0,0,0,0,0,0,0,2254,262,3875,43,0,43,0,124,106,189,0,0,38,0,415,0
35,Beckwith Twp,2006,55,Beckwith Twp,,R.R.#2,K7C3P2,Carleton Place,1702 9th Line Beckwith,www.twp.beckwith.on.ca,Contracting Municipality,5696,2632,0,0,01/01/2006,12/31/2006,,0,0,Nil,9425,69406,0,0,0,0,0,0,78831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78831,0,78831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Belleville,2006,51,Belleville,City of Belleville,254 Pinnacle Street,K8N3B1,Belleville,,www.bellevillelibrary.com,Public or Union Library,42300,20553,0,0,01/01/2006,12/31/2006,SOLS,14837,49360,Surplus,84357,1296750,0,1486,7700,90485,0,0,1480778,0,0,11181,0,11181,186894,8816,1025887,6532,108075,5251,4879,69419,0,0,0,92997,1508750,32331,9170,23,0,9653,23,0,8,0,0,116,0,0,117,0,0,100388,1347,2074,105672,1374,2116,34,0,0,35,0,0,268,1,0,2,0,0,1,0,0,19,0,0,555,16,0,35,3,2,0,12,0,1,20,3,50,0,0,23,375,0,0,24,18,6,4,Yes,Dynix Horizon Sunrise v.7.3.4,0,1,62.5,0,0,0,0,0,0,0,0,0,281445,334,8350,1385,1510,1578,2690,6387,1517,683,231,0,617,18,3886,1518
394,Big Grassy FN,2006,87,Big Grassy FN,,P.O. Box 453,P0W1J0,Morson,513 Beach Rd.,www.biggrassy.ca/library,First Nations Library,223,0,0,0,04/01/2006,03/31/2007,OLS-N,165,0,Nil,758,2404,0,33190,0,0,0,0,36352,0,0,0,0,0,3224,0,26138,1000,0,0,0,5690,0,0,300,0,36352,0,36,0,0,176,0,0,2,0,0,1,0,0,30,0,0,4190,0,0,4340,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,35,1,16,9,9,0,9,Yes,ResourceMate,0,1,51,0,0,0,0,0,0,0,0,0,1530,130,1460,0,0,0,0,44,16,75,0,0,18,0,145,0
82,Billings Twp,2006,83,Billings Twp,,P.O. Box 37,P0P1J0,Kagawong,18 Upper Street,billingslibrary.org,Public or Union Library,478,604,0,0,01/01/2006,12/31/2006,OLS-N,315,2741,Surplus,3137,7500,0,30975,398,7944,0,0,49954,0,0,0,0,0,11007,0,8763,0,3191,668,668,984,305,0,0,0,25586,20631,57,0,0,90,0,0,0,0,0,3,0,0,3,0,0,6950,1,0,6973,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,3,3,0,3,Yes,Resource Mate 3 plus,0,1,9,0,0,0,0,0,0,0,0,0,6516,1,18,118,0,125,118,120,10,8,2,0,10,2,42,50
462,Bkejwanong FN,2006,53,Bkejwanong FN,,Walpole Island First Nation R.R. #3,N8A4K9,Wallaceburg,136 Tecumseh Road,www.bkejwanonglibrary.ca,First Nations Library,2178,0,0,0,04/01/2006,03/31/2007,SOLS,470,-404,Deficit,4998,45027,0,33708,0,8470,0,24600,116803,0,0,4920,22400,27320,12835,0,60437,8117,10553,1909,287,658,0,18,4000,18009,116823,18054,185,0,0,261,0,0,0,0,0,0,0,0,0,0,0,8872,1,3,8882,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,0,0,2,40,0,0,11,11,11,11,Yes,Stacks,0,1,26,0,0,0,0,0,0,0,0,0,461,71,1396,0,0,0,0,5,28,85,0,0,12,0,209,0
83,Black River-Matheson Twp,2006,81,Black River-Matheson Twp,,P.O. Box 450,P0K1N0,Matheson,352 Second Street,n/a,Public or Union Library,2796,1451,0,0,01/01/2006,12/31/2006,OLS-N,2500,0,Nil,7995,73992,0,25602,1010,7882,0,0,116481,0,0,0,0,0,8970,0,53322,88,10572,1851,0,259,0,0,0,7880,82942,30341,56,24,0,118,24,0,6,6,0,2,0,0,2,0,0,15050,2446,0,15050,2446,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,29,5,23,10,5,9,6,6,9,Yes,Spectrum Winnebego Version 5.2,0,1,34,0,0,1,8,0,0,0,0,0,18974,250,1500,486,168,524,486,275,40,53,4,0,20,40,172,50
429,Blind River,2006,80,Blind River,,P.O. Box 880,P0R1B0,Blind River,8 Woodward Avenue,http://www.olsn.ca/blindriverlibrary/,Public or Union Library,3651,2417,554,404,04/01/2006,03/31/2007,OLS-N,1666,17016,Surplus,15748,89542,4014,14180,439,10200,1248,497,135868,0,0,0,0,0,15662,0,79862,512,18550,560,0,3706,0,0,0,0,118852,0,124,49,0,239,61,0,1,0,0,3,0,0,3,0,0,15364,2112,0,15364,2112,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,4,44,1,35,4,4,4,4,Yes,Athena,0,1,43.5,0,0,0,0,0,0,0,0,0,20690,11,39,426,123,550,123,409,142,72,0,0,119,42,700,0
65,"Blue Mountains, The Town of",2006,47,"Blue Mountains, The Town of",Town of the Blue Mountains,P.O. Box 580,N0H2P0,Thornbury,173 Bruce Street South,www.thebluemountainslibrary.ca,Public or Union Library,6116,6062,0,0,01/01/2006,12/31/2006,SOLS,3876,0,Nil,21060,376817,0,4897,9181,47989,14641,0,474585,0,0,0,0,0,37512,398,311124,4037,46776,2193,1206,3872,5500,0,0,61968,474586,0,815,0,0,1117,0,0,0,0,0,42,0,0,42,0,0,37135,355,0,40911,355,0,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,500,0,0,40,1,1,0,2,0,0,0,0,0,0,0,2,16,19,4,10,9,1,1,Yes,Winnebago-Spectrum,0,1,44,0,0,0,0,0,0,0,0,0,61823,226,2864,871,1222,959,2191,1062,432,121,0,0,106,0,641,196
