LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
5,Addington Highlands Twp,2007,57,Addington Highlands Twp,Township of Addington Highlands,Box 72,K0H1P0,Flinton,"3641 Flinton Rd. Flinton, Ontario",www.addingtonhighlandspubliclibrary.ca,Public or Union Library,2099,2600,0,0,01/01/2007,12/31/2007,SOLS,794,748,Surplus,11434,21100,0,75354,400,3039,0,1796,113123,0,0,0,0,0,18367,0,45052,2126,5976,1875,2522,3756,0,0,0,4591,84265,0,32,0,0,89,0,0,0,0,0,0,0,0,0,0,0,13416,18,0,13416,18,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,40,0,0,0,0,0,0,0,0,0,0,0,7,47,6,18,8,8,0,8,No,,0,1,24,1,23,0,0,0,0,0,0,0,11722,31,355,51,0,51,0,255,0,32,0,0,0,0,184,258
3,Adjala-TosorontioTwp,2007,70,Adjala-TosorontioTwp,,"7855 Sideroad 30, RR # 1",L9R1V1,Alliston,,www.townshipadjtos.on.ca,Contracting Municipality,9381,4032,0,0,01/01/2007,12/31/2007,,0,0,Nil,13821,26539,0,0,0,0,0,0,40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40360,0,40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Admaston - Bromley Public Library,2007,69,Admaston - Bromley Public Library,Township of Admaston/Bromley,P O Box 130,K0J1S0,Douglas,5346 Highway 60,http://www.admastonbromleylibrary.com,Public or Union Library,2785,1293,0,0,01/01/2007,12/31/2007,SOLS,585,13484,Surplus,0,4500,652,11927,0,28,0,847,17954,0,0,0,0,0,5193,0,7058,0,1485,1629,0,3624,0,0,1825,0,20814,0,45,0,0,45,0,0,0,0,0,5,0,0,5,0,0,7500,150,0,7500,150,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,12,1,1,6,5,0,6,No,,0,1,12,0,0,0,0,0,0,0,0,0,10125,20,400,0,0,0,0,230,45,40,0,0,30,75,75,0
32,Ajax,2007,10,Ajax,,55 Harwood Ave. South,L1S2H8,Ajax,,www.townofajax.com/library/index.html,Public or Union Library,74907,26035,0,0,01/01/2007,12/31/2007,SOLS,61350,158155,Surplus,155964,2824300,0,0,11732,117368,0,18145,3127509,0,0,90323,0,90323,462599,27939,2229676,24580,299429,8609,0,46119,0,0,0,0,3098951,90323,2596,14,0,5913,151,0,0,0,0,0,0,0,0,0,0,141361,6377,4395,192163,6934,4683,372,0,0,438,0,0,266,0,0,25,0,0,0,0,0,0,0,0,19000,0,0,35,4,2,0,7,0,0,0,0,0,0,0,56,948,0,0,53,37,16,0,Yes,HORIZON,0,1,62,2,86,0,0,0,0,0,0,0,786811,995,19887,625,1289,756,2734,15762,2168,422,298,0,1464,2,7181,0
390,Alderville FN,2007,61,Alderville FN,,P.O. Box 46,K0K2X0,Roseneath,"11696 Second Line Road, Alderville, Ontario",http://aldervillelearningcentre.com/index.php/library.html,First Nations Library,314,0,0,0,04/01/2007,03/31/2008,SOLS,100,0,Nil,1329,6056,0,26596,5388,679,0,0,40048,0,0,0,0,0,11719,0,21076,1052,2344,1444,710,1526,0,177,0,0,40048,0,243,0,0,273,0,0,0,0,0,8,0,0,8,0,0,4475,0,652,4515,0,704,26,0,0,28,0,0,20,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,20,1,3,5,4,3,5,Yes,STACKS,0,1,20,0,0,0,0,0,0,0,0,0,1709,32,767,41,0,62,0,265,33,12,0,0,3,0,37,0
4,Alfred & Plantagenet Twp,2007,67,Alfred & Plantagenet Twp,Township of Alfred & Plantagenet,C.P. 10,K0B1J0,Lefaivre,"1963, rue de l'Hôtel de Ville, C.P. 10, Lefaivre ON",www.alfred-plantagenet.ca,Public or Union Library,8002,3596,0,0,01/01/2007,12/31/2007,SOLS,1123,18067,Surplus,15665,187581,0,50026,140,5332,2000,0,260744,0,0,40000,0,40000,91133,0,112074,2430,35613,3890,0,8915,0,0,0,762,254817,40000,39,162,3,133,399,3,0,0,0,1,1,0,1,1,0,7407,38992,5,7780,40577,5,7,12,0,7,12,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,28,1,16,6,75.5,7,14,25,25,24,24,Yes,mandarin,0,0,0,3,43,2,19,0,0,0,0,0,43411,71,1145,268,0,285,0,901,72,86,8,0,21,1,362,0
391,Algonquins of Pikwakanagon FN,2007,69,Algonquins of Pikwakanagon FN,,1657A Mishomis Inamo,K0J1X0,Golden Lake,,www.algonquinsof pikwakanagan.com/Education%20library%20 2004.htm,First Nations Library,412,0,0,0,04/01/2007,03/31/2008,SOLS,165,995,Surplus,2388,0,0,27400,0,0,0,0,29788,0,0,0,0,0,2200,0,14825,69,0,889,0,4252,0,0,0,3021,25256,0,12,0,0,212,0,0,0,0,0,49,0,0,49,0,0,3572,0,0,3691,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,6,6,0,6,Yes,Winnbago Spectrum,0,1,20,0,0,0,0,0,0,0,0,0,3530,96,384,0,0,0,0,68,78,25,0,0,6,0,35,0
487,Alnwick/Haldimand Twp,2007,61,Alnwick/Haldimand Twp,,2363 County Road 23,K0K2G0,Grafton,,www.alnwickhaldimand.ca,Public or Union Library,5527,2939,0,0,01/01/2007,12/31/2007,SOLS,1077,0,Nil,16751,122402,0,30512,431,2336,0,0,172432,0,0,10000,0,10000,62230,249,56320,1126,3619,3415,2511,131,35979,0,0,6852,172432,2490,292,0,0,623,0,0,2,0,0,51,1,0,51,1,0,33694,10,0,33694,10,0,0,0,0,0,0,0,40,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,0,0,0,0,1,33,0,0,5,46,1,1,8,8,0,8,Yes,Winnebago Spectrum 5,0,0,0,3,43,0,0,0,0,0,0,0,32193,79,932,455,0,533,0,747,407,56,0,0,36,13,262,0
12,Amaranth Twp,2007,43,Amaranth Twp,,R.R. #7,L9W2Z3,Orangeville,374028 6th Line Amaranth,www.amaranth-eastgary.ca,Contracting Municipality,3570,1294,0,0,01/01/2007,12/31/2007,,0,0,Nil,5105,72630,0,0,0,0,0,0,77735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72500,5235,77735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Armstrong Twp,2007,90,Armstrong Twp,,C.P. 39,P0J1E0,Earlton,35-10th Street,http://www.olsn.ca/armstrong,Public or Union Library,1265,524,620,277,01/01/2007,12/31/2007,OLS-N,862,32940,Surplus,2817,28182,3461,9000,1880,2626,0,0,47966,0,0,0,0,0,8278,0,23846,40,5417,830,1199,9308,0,0,0,0,48918,0,42,84,0,224,458,0,0,0,0,0,0,0,0,0,0,2207,1987,0,7428,6121,0,0,0,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,15,0,0,1,12,0,0,6,6,2,6,Yes,Winnabago DOS,0,1,23,0,0,0,0,0,0,0,0,0,121802,1,670,76,0,103,76,465,106,17,0,0,26,11,151,0
14,Arnprior,2007,69,Arnprior,Town of Arnprior,21 Madawaska Street,K7S1R6,Arnprior,,http://www.arnprior.library.on.ca/,Public or Union Library,7158,3335,4891,2233,01/01/2007,12/31/2007,SOLS,5833,491,Surplus,14263,230156,33517,13269,9944,20096,6000,6626,333871,0,0,0,0,0,44527,0,208507,969,44334,1142,1132,7501,13000,0,0,12655,333767,0,213,1,0,293,14,0,0,0,0,4,0,0,4,0,0,50340,217,0,51368,217,0,0,0,0,0,0,0,50,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,1,0,0,1,0,0,0,2,42,0,0,4,62,5,20,7,4,3,0,Yes,Spectrum 5.1,0,1,47,0,0,0,0,0,0,0,0,0,123855,424,9550,667,1181,759,1919,2642,612,172,0,0,252,8,1669,161
16,Asphodel-Norwood Twp,2007,66,Asphodel-Norwood Twp,Township of Asphodel-Norwood,P.O. Box 100,K0L2V0,Norwood,2363 County Road 45,www.anpl.org,Public or Union Library,3623,1697,0,0,04/01/2007,03/31/2008,SOLS,1800,3545,Surplus,8593,87403,0,52943,1572,3232,15892,0,169635,0,0,0,0,0,13451,0,66126,2198,26325,3109,6407,4441,18000,0,0,13961,154018,5673,225,0,0,225,0,0,1,0,0,0,0,0,0,0,0,26037,0,0,27037,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,96,6,20,12,9,10,12,Yes,horizon,0,1,17,1,12,0,0,0,0,0,0,0,19051,284,1982,286,323,247,931,310,55,46,0,0,23,138,257,30
