LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
5,Addington Highlands Twp,2002,57,Addington Highlands Twp,Township of Addington Highlands,Box 72,K0H1P0,Flinton,"3641 Flinton Rd. Flinton, Ontario",www.addingtonhighlandspubliclibrary.ca,Public or Union Library,2112,2457,0,0,01/01/2002,12/31/2002,SOLS,499,-1380,Deficit,11434,6016,0,0,0,2140,0,0,19590,0,0,0,0,0,4804,0,5641,0,3612,1543,0,0,0,0,0,3133,18733,1592,144,0,0,752,0,0,0,0,0,0,0,0,0,0,0,13796,13,0,13796,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,10,3,8,3,3,0,2,No,,0,1,4,0,0,1,6,0,0,0,0,0,5784,2,62,17,0,17,0,116,3,4,0,0,1,0,45,0
3,Adjala-TosorontioTwp,2002,70,Adjala-TosorontioTwp,,"7855 Sideroad 30, RR # 1",L9R1V1,Alliston,,www.townshipadjtos.on.ca,Contracting Municipality,9750,3340,0,0,01/01/2002,12/31/2002,,0,0,Nil,13821,21522,0,0,0,0,0,0,35343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35322,21,35343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Admaston - Bromley Public Library,2002,69,Admaston - Bromley Public Library,Township of Admaston/Bromley,P O Box 130,K0J1S0,Douglas,5346 Highway 60,http://www.admastonbromleylibrary.com,Public or Union Library,2793,1260,0,0,01/01/2002,12/31/2002,SOLS,400,9853,Surplus,5518,3500,652,3595,640,0,0,185,14090,0,0,0,0,0,2520,0,7184,80,1143,796,1117,1466,0,0,0,1468,15774,0,50,0,0,150,0,0,0,0,0,5,0,0,5,0,0,5693,30,0,5773,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,8,1,2,3,3,0,2,No,,0,1,10,0,0,0,0,0,0,0,0,0,14560,27,810,2,0,2,0,458,65,79,385,0,14,138,174,0
32,Ajax,2002,10,Ajax,,55 Harwood Ave. South,L1S2H8,Ajax,,www.townofajax.com/library/index.html,Public or Union Library,66958,24022,0,0,01/01/2002,12/31/2002,SOLS,44157,60060,Surplus,154654,2022100,0,12442,632,69414,0,4791,2264033,4140,0,181545,0,185685,228718,5182,1548418,16073,272646,19440,0,0,0,0,0,161570,2252047,185685,2632,0,0,5870,0,0,3,0,0,126,0,0,146,0,0,129213,2937,2856,156048,3348,2999,209,0,0,247,0,0,201,2,4,3,0,0,0,0,0,0,0,0,0,0,0,35,3,2,0,9,0,0,0,0,0,0,0,49,721,0,0,53,33,17,4,Yes,Dynix,0,1,62,2,69,0,0,0,0,0,0,0,453137,777,12661,502,37,627,47,11987,1949,941,0,0,987,0,4134,0
390,Alderville FN,2002,61,Alderville FN,,P.O. Box 46,K0K2X0,Roseneath,"11696 Second Line Road, Alderville, Ontario",http://aldervillelearningcentre.com/index.php/library.html,First Nations Library,284,0,0,0,01/01/2002,12/31/2002,SOLS,146,0,Nil,1329,6660,0,14880,8101,1000,0,0,31970,0,0,0,0,0,6230,0,16287,1091,2500,960,260,654,0,238,0,3750,31970,0,320,0,6,361,0,6,0,0,0,28,0,0,46,0,0,2534,0,411,2678,0,451,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,3,6,3,3,0,3,Yes,LEXIFILE,0,1,20,0,0,0,0,0,0,0,0,0,4420,60,726,42,0,46,0,85,20,14,0,0,4,2,52,0
4,Alfred & Plantagenet Twp,2002,67,Alfred & Plantagenet Twp,Township of Alfred & Plantagenet,C.P. 10,K0B1J0,Lefaivre,"1963, rue de l'Hôtel de Ville, C.P. 10, Lefaivre ON",www.alfred-plantagenet.ca,Public or Union Library,8290,3491,0,0,01/01/2002,12/31/2002,SOLS,2727,1979,Surplus,15665,106524,0,0,1000,3921,500,0,127610,0,0,0,0,0,19622,0,55548,2647,17220,3193,0,0,0,0,19630,5692,123552,2412,55,216,1,236,479,1,0,0,0,1,1,0,1,1,0,4145,23754,3,5423,26752,3,0,0,0,0,0,0,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,16,6,59,12,24,24,24,19,24,Yes,Mandarin,0,0,0,3,43,2,20,0,0,0,0,0,37926,9,526,239,65,216,44,781,158,93,23,0,37,13,278,101
391,Algonquins of Pikwakanagon FN,2002,69,Algonquins of Pikwakanagon FN,,1657A Mishomis Inamo,K0J1X0,Golden Lake,,www.algonquinsof pikwakanagan.com/Education%20library%20 2004.htm,First Nations Library,389,0,0,0,01/01/2002,12/31/2002,SOLS,325,-206,Deficit,2388,1473,0,17500,0,0,0,0,21361,0,0,0,0,0,0,0,20067,0,0,1232,0,0,0,0,0,62,21361,0,208,0,0,311,0,0,0,0,0,42,0,0,172,0,0,4868,85,0,5164,85,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,8,7,0,8,No,,0,1,20,0,0,0,0,0,0,0,0,0,325,60,360,0,0,0,0,13,26,120,0,0,23,0,145,0
487,Alnwick/Haldimand Twp,2002,61,Alnwick/Haldimand Twp,,2363 County Road 23,K0K2G0,Grafton,,www.alnwickhaldimand.ca,Public or Union Library,5392,2847,0,0,01/01/2002,12/31/2002,SOLS,1273,20727,Surplus,16751,76707,0,15000,1500,2078,0,0,112036,0,0,0,0,0,35522,0,48587,67,0,2789,0,1494,0,0,0,1688,90147,0,271,0,0,502,0,0,0,0,0,10,0,0,10,0,0,24936,0,0,24959,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,13,0,0,7,8,2,6,8,4,4,3,Yes,Winnebago Spectrum,0,0,0,1,12,2,10,0,0,0,0,0,32204,36,180,316,0,338,0,710,402,12,5,0,55,5,231,0
12,Amaranth Twp,2002,43,Amaranth Twp,,R.R. #7,L9W2Z3,Orangeville,374028 6th Line Amaranth,www.amaranth-eastgary.ca,Contracting Municipality,3413,1243,0,0,01/01/2002,12/31/2002,,0,0,Nil,5167,67619,0,0,0,0,0,0,72786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72786,0,72786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Armstrong Twp,2002,90,Armstrong Twp,,C.P. 39,P0J1E0,Earlton,35-10th Street,http://www.olsn.ca/armstrong,Public or Union Library,1345,525,330,139,01/01/2002,12/31/2002,OLS-N,889,20063,Surplus,2817,16992,861,0,2938,1605,0,0,25213,0,0,0,0,0,3377,0,13961,268,2136,818,0,3545,0,0,0,0,24105,0,25,75,0,182,346,0,0,0,0,0,0,0,0,0,0,82,59,0,410,295,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,15,0,0,0,0,1,12,0,0,8,6,1,8,Yes,Winnebago Dos,0,1,27,0,0,0,0,0,0,0,0,0,52607,0,0,0,0,63,51,354,82,10,2,0,9,9,141,40
14,Arnprior,2002,69,Arnprior,Town of Arnprior,21 Madawaska Street,K7S1R6,Arnprior,,http://www.arnprior.library.on.ca/,Public or Union Library,6596,3120,0,0,01/01/2002,12/31/2002,SOLS,5553,4000,Surplus,14263,144229,700,6201,8249,49239,0,3462,226343,0,0,0,0,0,48219,0,134627,1460,800,1724,0,8033,0,0,0,22622,217485,4854,194,1,0,335,20,0,0,0,0,7,0,0,7,0,0,48789,61,0,49152,72,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,1,0,0,0,1,19,0,0,5,52,5,18,6,3,3,0,Yes,Spectrum 5.1,0,1,47,0,0,0,0,0,0,0,0,0,114115,250,5700,461,831,573,1860,2413,480,155,0,0,206,0,1465,42
16,Asphodel-Norwood Twp,2002,66,Asphodel-Norwood Twp,Township of Asphodel-Norwood,P.O. Box 100,K0L2V0,Norwood,2363 County Road 45,www.anpl.org,Public or Union Library,3692,1678,0,0,01/01/2002,12/31/2002,SOLS,1710,7088,Surplus,8593,55913,0,782,3502,4637,0,7287,80714,0,0,0,0,0,12312,0,37592,0,8436,2836,0,448,8873,0,0,10171,80668,2608,145,0,0,320,0,0,0,0,0,0,0,0,0,0,0,21000,37,0,22000,37,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,390,0,0,0,0,1,8,3,12,9,9,1,9,Yes,Horizon,0,1,14,1,13,0,0,0,0,0,0,0,21596,7,973,334,68,393,92,468,64,57,23,0,28,0,266,0
17,Assiginack Twp,2002,83,Assiginack Twp,,Box 280 Manitowaning,P0P1N0,Manitoulin Island,"25A Spragge St., Manitowaning",www.assiginacklibrary.org,Public or Union Library,803,748,0,0,01/01/2002,12/31/2002,OLS-N,783,0,Nil,3483,18800,0,823,622,0,0,92,23820,0,0,0,0,0,5888,0,13810,875,2122,1323,0,0,0,0,0,0,24018,0,246,0,0,339,0,0,0,0,0,0,0,0,0,0,0,10906,0,0,10906,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,18,0,0,2,4,3,3,0,2,No,,0,1,14,0,0,0,0,0,0,0,0,0,20585,4,356,88,11,99,85,465,336,29,0,0,141,0,56,0
18,Athens Twp.,2002,56,Athens Twp.,,P.O. Box 309,K0E1B0,Athens,"5 Central Street, Athens",WWW.athenslibrary.ca,Public or Union Library,2805,1297,0,0,01/01/2002,12/31/2002,SOLS,380,2359,Surplus,6830,8000,0,1000,1955,1084,0,457,19326,0,0,0,0,0,5680,0,8792,471,0,1298,0,181,0,0,0,2216,18638,0,15,0,0,284,0,0,0,0,0,8,0,0,8,0,0,9001,0,197,9001,0,197,0,0,0,0,0,0,19,0,0,0,0,0,21,0,0,21,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,17,0,0,9,7,3,3,0,3,No,,0,1,12,0,0,0,0,0,0,0,0,0,8102,5,58,130,0,139,130,189,59,13,0,0,28,0,82,0
11,Atikokan Twp,2002,87,Atikokan Twp,,214 Skyes St.,P0T1C0,Atikokan,214 Sykes St.,www.aplibrary.org,Public or Union Library,3400,1653,0,0,01/01/2002,12/31/2002,OLS-N,3216,-39252,Deficit,10452,150905,0,9881,1231,6974,2000,0,181443,0,0,0,49000,49000,16075,107,92320,2552,21852,2596,0,8933,4730,0,0,32279,181444,0,1083,0,0,1205,0,0,1,0,0,346,28,0,346,28,0,33706,353,42,33910,353,42,238,0,0,238,0,0,900,2,0,0,0,0,0,0,0,0,0,0,384,0,0,35,1,0,0,0,0,0,0,1,25,0,0,3,20,3,5,8,8,1,1,Yes,Winnebago,0,1,35.5,0,0,0,0,0,0,3,72,0,68640,378,1856,103,531,129,670,840,280,201,50,0,108,21,105,0
10,Augusta Twp,2002,56,Augusta Twp,,R.R. #2,K6V5T2,Brockville,4500 County Road 15,augustalibrary.com,Public or Union Library,7261,2918,0,0,01/01/2002,12/31/2002,SOLS,972,18145,Surplus,13297,57000,0,5000,1366,2412,0,3190,82265,0,0,0,0,0,13287,737,35769,0,9104,1576,0,0,0,0,0,0,60473,0,55,0,0,152,0,0,1,0,0,13,0,0,24,0,0,17402,30,0,17430,30,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,800,0,0,35,0,0,0,0,0,0,0,0,0,2,34,1,10,7,11,6,6,6,2,Yes,Mandarin M3,0,1,26,0,0,0,0,0,0,0,0,0,25166,30,320,140,0,148,0,539,474,21,0,0,43,0,260,0
